-0.5 5:-0.41418299 6:-0.35563499 10:-0.20740201 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.75336701 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:0.17981599 38:-0.063603997 39:-0.157189 42:-0.139154 47:0.022576001 48:0.14318299 49:0.020300001 50:0.84614301 51:1.2630481 52:-0.45608899 57:7.637085 #
-0.5 5:0.87599701 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:0.65366298 57:-0.41122299 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.41627201 51:-0.150841 52:-0.459032 57:-0.301875 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.31204399 51:-0.150841 52:-0.459032 57:-0.36778399 #
-0.5 5:12.690568 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.44268 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:0.68576801 21:0.98223799 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:1.088915 51:-0.150841 52:0.057576001 57:-0.28389999 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.956762 15:-0.21397699 16:-0.303601 21:5.8817911 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.364788 #
-0.5 5:-0.48666501 6:1.3870651 10:0.41082299 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.32154199 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.124945 51:-0.150841 52:-0.459032 57:-0.36628601 #
-0.5 5:-0.48666501 6:18.978474 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42021099 #
0.5 5:-0.18224099 6:0.334869 10:-0.083756998 12:-0.38868299 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.122682 51:-0.150841 52:-0.41046199 57:0.014185 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.53053898 51:-0.150841 52:-0.459032 57:-0.340821 #
0.5 5:1.0499541 6:-0.35563499 10:0.41082299 12:-0.66384602 15:1.551204 16:-0.303601 21:-0.32154199 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.54510599 51:0.70181 52:-0.225013 57:-0.25993401 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:18.541515 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.43818599 #
0.5 5:-0.48666501 6:-0.35563499 10:0.24081101 12:-0.113519 15:1.184845 16:-0.303601 21:1.0071501 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:0.21640401 #
-0.5 5:0.035206001 6:0.82808602 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:8.9414759 57:-0.340821 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.458846 15:-0.21397699 16:-0.303601 21:-0.089020997 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:0.64768201 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:0.82733798 57:0.116044 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:7.0407419 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:1.157025 57:-0.421709 #
0.5 5:0.397616 6:0.630799 10:0.055344 12:-0.27075499 15:-0.21397699 16:0.56327498 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.158933 51:-0.150841 52:-0.459032 57:-0.126619 #
-0.5 5:-0.48666501 6:1.288422 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.34645501 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.060169 57:-0.38875499 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:7.246408 16:-0.303601 21:1.098498 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.37826899 #
0.5 5:1.122436 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:0.38551801 16:-0.303601 21:0.002327 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.28776699 51:-0.150841 52:0.179737 57:-0.334829 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.956762 15:-0.21397699 16:-0.303601 21:5.8817911 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.364788 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.82990003 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.418713 #
-0.5 5:-0.25472301 6:0.170463 10:0.086254999 12:-0.66384602 15:0.85179198 16:-0.303601 21:0.96562898 25:-0.259592 28:1.139345 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:5.7404289 51:-0.150841 52:-0.42665201 57:0.71221501 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.539083 12:0.98713702 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:5.0437031 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.36329001 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:7.276597 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.408227 #
0.5 5:-0.48666501 6:0.006058 10:0.132622 12:0.56783903 15:-0.21397699 16:-0.199953 21:0.309587 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.51597297 51:-0.150841 52:-0.036619999 57:0.31826201 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:11.805635 57:-0.43219399 #
0.5 5:-0.48666501 6:-0.35563499 10:11.260664 12:0.85610598 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.31690001 51:-0.150841 52:-0.176443 57:-0.35729799 #
-0.5 5:8.5735893 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.439684 #
0.5 5:0.78901899 6:-0.35563499 10:-0.40832499 12:0.48922101 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:0.91711903 57:-0.101154 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:0.544429 21:1.497106 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.208823 57:-0.30337301 #
0.5 5:-0.48666501 6:-0.35563499 10:0.070799001 12:-0.25765201 15:-0.21397699 16:0.58212 21:1.322715 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:0.74656397 38:-0.063603997 39:5.4470978 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:3.026237 51:-0.150841 52:0.850887 57:0.186446 #
0.5 5:0.33963001 6:-0.35563499 10:0.47264501 12:0.083026998 15:-0.21397699 16:-0.303601 21:0.185022 25:0.184387 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:0.094378002 50:-0.615345 51:-0.150841 52:-0.35306099 57:-0.0052880002 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:1.205446 51:5.5155082 52:-0.127873 57:-0.128117 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.90851802 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:6.99722 42:-0.139154 47:-0.079241998 48:-0.101023 49:0.51527798 50:-0.615345 51:-0.150841 52:10.884277 57:-0.36778399 #
0.5 5:1.122436 6:-0.35563499 10:-0.40832499 12:-0.42799199 15:0.38551801 16:-0.303601 21:0.002327 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.26834601 51:-0.150841 52:0.167963 57:-0.34231901 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.29696101 15:-0.21397699 16:-0.039769001 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.115234 51:-0.150841 52:6.9795408 57:-0.32434401 #
0.5 5:1.165925 6:0.69656098 10:0.59628999 12:2.1271009 15:-0.21397699 16:-0.15284 21:0.45906499 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.207507 #
0.5 5:-0.48666501 6:-0.35563499 10:1.4308929 12:-0.66384602 15:-0.21397699 16:0.81768399 21:2.2029741 25:0.66731101 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.15878101 57:-0.301875 #
0.27541758316847236853774916198745 5:-0.48666501 6:-0.35563499 10:0.62720102 12:-0.66384602 15:-0.21397699 16:-0.303601 21:0.359413 25:-0.259592 28:-0.18276601 29:-0.150461 34:4.8475451 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:3.0174041 57:-0.246452 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.246803 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.26592499 #
0.45888961456974985964052393683232 5:0.25265199 6:-0.35563499 10:-0.40832499 12:-0.218343 15:2.0840881 16:-0.303601 21:0.52549899 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.342758 57:-0.054719001 #
-0.5 5:2.1371839 6:-0.35563499 10:-0.40832499 12:1.707804 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:2.3707521 51:-0.150841 52:-0.459032 57:-0.40673 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.414009 51:-0.150841 52:0.16501901 57:-0.32134801 #
-0.5 5:-0.356197 6:-0.25699201 10:-0.331047 12:-0.048004001 15:-0.21397699 16:-0.218798 21:-0.637106 25:-0.259592 28:-0.120792 29:-0.12728 34:-0.1311 36:0.116844 38:-0.063603997 39:-0.157189 42:-0.044186998 47:-0.079241998 48:0.42227399 49:-0.020106999 50:0.66163599 51:-0.096874997 52:-0.43548301 57:4.3012242 #
-0.5 5:-0.48666501 6:-0.35563499 10:0.163533 12:-0.66384602 15:-0.21397699 16:-0.303601 21:2.045191 25:0.028604001 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.134656 51:6.2926068 52:-0.459032 57:-0.316854 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.956762 15:-0.21397699 16:-0.303601 21:5.8817911 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.364788 #
-0.5 5:0.499091 6:-0.35563499 10:0.117166 12:-0.66384602 15:-0.21397699 16:0.016766001 21:1.50541 25:0.0052370001 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.388385 57:-0.30037701 #
-0.5 5:-0.48666501 6:3.590101 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:2.236191 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.424705 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:1.214759 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.421709 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.1773779 12:-0.66384602 15:3.649437 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:0.37516499 51:-0.150841 52:-0.459032 57:-0.39175001 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.495933 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:0.585989 50:0.44314101 51:-0.150841 52:-0.379554 57:-0.28240201 #
-0.5 5:5.0799551 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 16:-0.303601 21:-0.76167101 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.43369201 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.956762 15:-0.21397699 16:-0.303601 21:5.8817911 25:-0.259592 28:-0.18276601 29:-0.150461 34:-0.1311 36:-0.22950201 38:-0.063603997 39:-0.157189 42:-0.139154 47:-0.079241998 48:-0.101023 49:-0.14805999 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.364788 #
