-1 5:-0.486665 6:-0.355635 10:0.704479 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.797810 57:-0.198519 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.734468 57:-0.267423 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.430696 
-1 5:-0.486665 6:-0.355635 10:0.812669 12:0.371294 15:-0.213977 25:4.990265 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.358006 57:-0.214996 
1 5:1.122436 6:-0.355635 10:-0.408325 12:-0.663846 15:0.385518 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.268346 57:-0.339323 
-1 5:-0.486665 6:0.203344 10:-0.408325 12:0.017512 15:-0.213977 25:0.550475 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.348296 57:-0.138602 
1 5:0.586069 6:-0.355635 10:0.441734 12:-0.427992 15:0.385518 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.333729 57:-0.132611 
1 5:-0.486665 6:-0.355635 10:2.713709 12:1.314713 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.183211 57:-0.107146 
1 5:0.455601 6:1.781639 10:-0.408325 12:-0.244549 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.105524 57:-0.235967 
-1 5:-0.486665 6:-0.026824 10:-0.253769 12:1.825731 15:-0.213977 25:2.209554 28:-0.182766 34:-0.131100 38:-0.063604 50:0.054706 57:0.258346 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.323167 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.406561 57:0.881479 
-1 5:0.223659 6:-0.355635 10:-0.408325 12:0.633355 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.367784 
1 5:0.136680 6:-0.355635 10:0.596290 12:-0.663846 15:-0.213977 25:-0.096021 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:0.517485 
1 5:-0.341701 6:-0.191229 10:-0.408325 12:-0.270755 15:-0.047450 25:-0.220647 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.396850 57:0.436598 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.417215 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.303373 
1 5:1.064450 6:0.269107 10:0.488101 12:0.738179 15:0.085771 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:0.869496 
1 5:-0.269219 6:0.137582 10:0.240811 12:0.580942 15:-0.047450 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.278056 57:1.936013 
1 5:0.484594 6:-0.355635 10:-0.408325 12:-0.087313 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.200017 
1 5:0.281644 6:-0.355635 10:-0.408325 12:0.030615 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.174552 
1 5:0.238155 6:-0.355635 10:0.364456 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.118048 57:-0.186536 
-1 5:-0.138751 6:-0.355635 10:-0.408325 12:-0.349373 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.331466 57:-0.086175 
1 5:1.136932 6:1.485709 10:0.457190 12:0.069924 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.212343 57:0.117541 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:0.318882 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.661636 57:-0.414219 
1 5:1.905242 6:-0.355635 10:-0.408325 12:1.498155 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.399663 57:-0.340821 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.414009 57:-0.321348 
1 5:0.078695 6:-0.059705 10:0.039888 12:-0.034900 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.059562 57:1.739786 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.111599 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:0.360204 
1 5:-0.022780 6:0.170463 10:0.349000 12:1.039549 15:0.318908 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.506262 57:0.447083 
1 5:-0.486665 6:0.926729 10:-0.408325 12:-0.152828 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.273415 
-1 5:-0.037276 6:-0.026824 10:-0.331047 12:-0.257652 15:-0.213977 25:0.885406 28:-0.079476 34:-0.131100 38:-0.063604 50:0.200369 57:0.962367 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:2.454677 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.326832 57:-0.415717 
1 5:0.397616 6:0.630799 10:0.843580 12:-0.008694 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:1.116652 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.438186 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.231446 15:-0.213977 25:6.509140 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.173054 
1 5:-0.486665 6:-0.355635 10:0.101710 12:-0.231446 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.166381 57:-0.194025 
-1 5:-0.022780 6:-0.355635 10:-0.408325 12:-0.244549 15:-0.213977 25:0.737413 28:0.478290 34:1.049023 38:-0.063604 50:-0.158933 57:-0.194025 
-1 5:-0.486665 6:-0.355635 10:0.488101 12:2.389162 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.331466 57:-0.382763 
1 5:0.020709 6:-0.355635 10:2.311863 12:-0.323167 15:0.651961 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.222054 57:4.223332 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.034900 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.197777 57:-0.387257 
-1 5:0.455601 6:-0.355635 10:-0.408325 12:0.017512 15:-0.213977 25:0.145441 28:-0.182766 34:-0.131100 38:5.937540 50:0.297478 57:0.184948 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.219490 
-1 5:6.413624 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.435190 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.423207 
1 5:1.426861 6:-0.355635 10:1.631816 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.846143 57:-0.247950 
1 5:0.006213 6:-0.355635 10:-0.331047 12:-0.296961 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.134656 57:1.518094 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.048004 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.455115 57:-0.156577 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.414009 57:-0.342319 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:1.360541 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.372277 
-1 5:-0.486665 6:-0.355635 10:0.905402 12:0.449912 15:-0.213977 25:1.064555 28:2.461456 34:1.417812 38:-0.063604 50:1.176313 57:-0.228477 
1 5:0.165673 6:-0.355635 10:-0.408325 12:-0.074210 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.144594 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:0.725076 15:-0.213977 25:1.391698 28:2.006980 34:-0.131100 38:-0.063604 50:-0.027836 57:-0.337825 
1 5:-0.066269 6:-0.059705 10:2.821899 12:-0.545919 15:1.084929 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.236620 57:3.362030 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.415717 
-1 5:2.963480 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.415717 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.414219 
1 5:0.383119 6:0.630799 10:0.843580 12:-0.008694 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:1.121146 
1 5:0.455601 6:1.781639 10:-0.408325 12:-0.244549 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.100668 57:-0.235967 
1 5:0.006213 6:-0.355635 10:-0.331047 12:-0.296961 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.134656 57:1.521090 
1 5:-0.153248 6:-0.355635 10:-0.052846 12:1.825731 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.086102 57:0.369192 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.433692 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.438186 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.435190 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.310064 15:-0.213977 25:0.815304 28:-0.182766 34:-0.131100 38:-0.063604 50:1.511339 57:0.355710 
-1 5:-0.486665 6:0.499275 10:-0.408325 12:0.725076 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.425983 57:-0.186536 
1 5:1.165925 6:-0.355635 10:0.178988 12:-0.663846 15:-0.213977 25:0.036394 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:1.320369 
-1 5:-0.486665 6:-0.355635 10:0.828124 12:0.738179 15:-0.213977 25:1.415065 28:0.354342 34:0.827750 38:-0.063604 50:1.506483 57:-0.051723 
1 5:-0.486665 6:-0.355635 10:0.998136 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.617937 57:-0.203013 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.372277 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.379767 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:4.437238 28:0.705527 34:1.454691 38:-0.063604 50:0.015863 57:-0.176050 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:1.711051 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.349809 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:7.577966 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.348311 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.429198 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.108116 57:-0.358796 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.273415 
1 5:1.165925 6:0.696561 10:0.596290 12:2.127101 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.207507 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:2.651223 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.367784 
1 5:0.093191 6:-0.026824 10:-0.099213 12:-0.008694 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.163789 57:1.694848 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.336327 
1 5:1.397868 6:-0.355635 10:2.358230 12:0.397500 15:0.851792 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.579094 57:0.514489 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:1.013343 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.319850 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.377428 57:0.036654 
1 5:-0.457672 6:-0.355635 10:0.132622 12:-0.637640 15:-0.213977 25:-0.244014 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.595923 57:4.455509 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:11.813660 50:2.021160 57:-0.429198 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:0.856106 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.273415 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.436688 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.414009 57:-0.345315 
1 5:-0.486665 6:3.820269 10:-0.408325 12:0.161645 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.209004 
1 5:1.107940 6:0.301988 10:1.446349 12:0.777488 15:0.119076 25:-0.259592 28:0.023814 34:-0.131100 38:-0.063604 50:0.156670 57:0.830550 
-1 5:-0.486665 6:-0.355635 10:0.704479 12:-0.663846 15:-0.213977 25:1.438433 28:2.812641 34:-0.131100 38:-0.063604 50:1.652146 57:-0.258436 
1 5:0.180170 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.217199 57:-0.264427 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:0.869209 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.265925 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.042403 57:-0.391750 
1 5:-0.486665 6:-0.355635 10:-0.408325 12:0.227160 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.300377 
1 5:0.296141 6:-0.355635 10:-0.408325 12:0.043718 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.173054 
1 5:0.455601 6:-0.355635 10:-0.408325 12:0.187851 15:1.950867 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.337825 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.436688 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:2.705777 57:-0.430696 
1 5:0.383119 6:0.301988 10:0.828124 12:0.122336 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:1.122644 
1 5:0.267148 6:-0.355635 10:0.519012 12:0.410603 15:0.285603 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.154078 57:1.011798 
1 5:1.339882 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.380242 57:-0.262929 
-1 5:-0.486665 6:-0.355635 10:-0.145579 12:-0.441095 15:-0.213977 25:0.963297 28:-0.182766 34:-0.131100 38:-0.063604 50:3.278720 57:0.456071 
1 5:2.499595 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.671347 57:0.222396 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:1.317121 57:-0.361792 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.436688 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.429198 
1 5:1.455853 6:0.038939 10:-0.408325 12:0.449912 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.518236 57:-0.063707 
-1 5:-0.240226 6:-0.355635 10:-0.408325 12:0.489221 15:-0.213977 25:0.013026 28:-0.182766 34:-0.131100 38:-0.063604 50:0.627648 57:-0.089171 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:0.301223 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.283900 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.438186 
1 5:0.165673 6:1.124016 10:2.049118 12:-0.218343 15:6.979966 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:0.210080 57:0.553435 
-1 5:-0.486665 6:-0.355635 10:-0.408325 12:-0.663846 15:-0.213977 25:-0.259592 28:-0.182766 34:-0.131100 38:-0.063604 50:-0.615345 57:-0.435190 
