-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.815304 50:1.511339 
-1 5:-0.486665 25:-0.259592 50:-0.425983 
1 5:1.165925 25:0.036394 50:-0.615345 
-1 5:-0.486665 25:1.415065 50:1.506483 
1 5:-0.486665 25:-0.259592 50:0.617937 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:4.437238 50:0.015863 
-1 5:-0.486665 25:1.711051 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.108116 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.165925 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.093191 25:-0.259592 50:-0.163789 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.397868 25:-0.259592 50:0.579094 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.377428 
1 5:-0.457672 25:-0.244014 50:-0.595923 
-1 5:-0.486665 25:-0.259592 50:2.021160 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.414009 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.107940 25:-0.259592 50:0.156670 
-1 5:-0.486665 25:1.438433 50:1.652146 
1 5:0.180170 25:-0.259592 50:-0.217199 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.042403 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.296141 25:-0.259592 50:-0.615345 
1 5:0.455601 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:2.705777 
1 5:0.383119 25:-0.259592 50:-0.615345 
1 5:0.267148 25:-0.259592 50:-0.154078 
1 5:1.339882 25:-0.259592 50:1.380242 
-1 5:-0.486665 25:0.963297 50:3.278720 
1 5:2.499595 25:-0.259592 50:0.671347 
-1 5:-0.486665 25:-0.259592 50:1.317121 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.455853 25:-0.259592 50:-0.518236 
-1 5:-0.240226 25:0.013026 50:0.627648 
-1 5:-0.486665 25:0.301223 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.165673 25:-0.259592 50:0.210080 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.035206 25:1.150236 50:0.360599 
1 5:0.194666 25:-0.259592 50:-0.343440 
1 5:0.397616 25:-0.259592 50:0.700480 
1 5:1.542832 25:-0.259592 50:0.049851 
1 5:0.615062 25:-0.259592 50:-0.256042 
1 5:0.281644 25:-0.259592 50:-0.056969 
-1 5:-0.486665 25:-0.259592 50:3.089357 
-1 5:-0.486665 25:5.971692 50:0.491696 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:3.144247 50:-0.362862 
-1 5:-0.486665 25:3.198770 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.244068 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.370694 25:-0.259592 50:-0.285175 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:11.720052 50:-0.615345 
1 5:-0.283715 25:-0.259592 50:-0.236620 
1 5:0.455601 25:-0.259592 50:-0.459971 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.571825 25:-0.259592 50:-0.217199 
1 5:-0.211233 25:-0.259592 50:-0.246331 
1 5:0.136680 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.702040 25:-0.259592 50:0.846143 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.107940 25:-0.259592 50:0.185803 
1 5:0.368623 25:-0.259592 50:-0.362862 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.506262 
-1 5:-0.486665 25:0.971086 50:-0.615345 
1 5:0.803515 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.316900 
-1 5:-0.486665 25:0.418060 50:0.880131 
1 5:0.180170 25:-0.259592 50:0.608226 
1 5:-0.211233 25:-0.259592 50:-0.464826 
-1 5:2.470602 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.617937 
-1 5:-0.486665 25:-0.259592 50:0.030429 
1 5:-0.486665 25:-0.259592 50:-0.134656 
1 5:1.020961 25:-0.259592 50:-0.105524 
-1 5:-0.486665 25:-0.259592 50:-0.503670 
1 5:-0.080766 25:-0.259592 50:-0.387139 
-1 5:-0.486665 25:0.488162 50:-0.304597 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.383119 25:-0.259592 50:-0.202632 
1 5:-0.486665 25:-0.259592 50:1.292844 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:1.778388 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.383371 25:-0.259592 50:0.472274 
1 5:0.904990 25:-0.259592 50:-0.615345 
1 5:0.629558 25:-0.259592 50:-0.231765 
1 5:0.731033 25:-0.259592 50:-0.387139 
1 5:-0.211233 25:-0.259592 50:-0.202632 
-1 5:-0.211233 25:1.134657 50:0.370310 
-1 5:0.412112 25:-0.259592 50:-0.022981 
-1 5:1.049954 25:-0.259592 50:-0.615345 
1 5:2.195170 25:-0.259592 50:0.666492 
1 5:-0.486665 25:-0.259592 50:-0.484248 
1 5:0.745529 25:-0.259592 50:-0.615345 
1 5:1.905242 25:-0.259592 50:-0.493959 
-1 5:-0.486665 25:-0.259592 50:0.064417 
1 5:1.165925 25:-0.259592 50:-0.222054 
-1 5:-0.486665 25:3.198770 50:2.953405 
-1 5:-0.167744 25:2.240710 50:0.108116 
1 5:-0.298212 25:-0.259592 50:-0.270609 
1 5:0.615062 25:-0.259592 50:-0.493959 
1 5:-0.095262 25:-0.259592 50:0.739323 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.486840 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:3.351551 
1 5:1.049954 25:-0.259592 50:0.545106 
1 5:1.165925 25:-0.259592 50:0.214936 
-1 5:-0.486665 25:1.298229 50:-0.032692 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.597209 50:1.079204 
1 5:-0.486665 25:-0.259592 50:0.681058 
-1 5:0.281644 25:-0.259592 50:0.812155 
1 5:-0.254723 25:-0.259592 50:-0.294886 
1 5:1.368875 25:-0.259592 50:-0.236620 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:1.064450 25:0.573842 50:1.181169 
1 5:-0.486665 25:-0.259592 50:0.481985 
-1 5:-0.486665 25:0.161019 50:0.880131 
1 5:0.165673 25:-0.259592 50:0.749034 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.971086 50:-0.615345 
1 5:0.194666 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.885406 50:1.734689 
1 5:-0.211233 25:-0.259592 50:0.006152 
1 5:-0.486665 25:-0.259592 50:-0.003559 
1 5:-0.486665 25:-0.259592 50:0.511118 
-1 5:-0.486665 25:-0.259592 50:0.248924 
1 5:1.876249 25:-0.259592 50:-0.615345 
-1 5:-0.109759 25:0.044183 50:-0.183211 
1 5:0.223659 25:-0.259592 50:1.647291 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.238155 25:-0.259592 50:-0.416272 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.210080 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:4.560556 
1 5:-0.486665 25:-0.259592 50:0.074128 
1 5:0.339630 25:0.184387 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.078695 25:-0.259592 50:0.044995 
1 5:1.716789 25:-0.259592 50:-0.353151 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.370694 25:-0.259592 50:-0.382284 
1 5:-0.283715 25:-0.259592 50:-0.251187 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.383119 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.477130 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.573842 50:0.258635 
1 5:-0.486665 25:-0.259592 50:-0.018126 
-1 5:0.310637 25:0.168808 50:1.108337 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.385190 25:-0.259592 50:-0.285175 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.356197 25:-0.259592 50:-0.333729 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.484594 25:-0.259592 50:0.792733 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:1.006373 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.847004 25:-0.259592 50:-0.615345 
1 5:-0.414183 25:-0.259592 50:-0.197777 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.109759 25:-0.259592 50:0.836432 
1 5:-0.356197 25:-0.259592 50:-0.459971 
-1 5:0.093191 25:2.022615 50:-0.411416 
1 5:1.310889 25:-0.259592 50:-0.095813 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.165673 25:-0.259592 50:0.598516 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:1.344963 50:0.525684 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.368875 25:-0.259592 50:0.263490 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:0.006213 25:-0.259592 50:0.127538 
-1 5:-0.486665 25:0.324590 50:-0.076391 
-1 5:0.209162 25:-0.259592 50:-0.615345 
-1 5:-0.414183 25:0.752991 50:0.059562 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.341177 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:1.739544 
1 5:0.455601 25:-0.259592 50:-0.367717 
-1 5:-0.486665 25:-0.259592 50:0.098405 
-1 5:-0.486665 25:1.695473 50:-0.100668 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.380021 
-1 5:0.702040 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.818263 25:-0.259592 50:-0.416272 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:3.180926 25:-0.259592 50:0.797589 
1 5:-0.486665 25:-0.259592 50:-0.052114 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.107688 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.932141 50:1.030650 
-1 5:0.368623 25:0.199965 50:0.899553 
1 5:1.383371 25:-0.259592 50:-0.615345 
1 5:-0.138751 25:-0.259592 50:-0.445404 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:2.827163 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:1.011228 
1 5:-0.008284 25:-0.259592 50:-0.324018 
1 5:2.006717 25:-0.259592 50:-0.304597 
1 5:1.267400 25:-0.259592 50:0.792733 
1 5:0.151177 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:1.609793 50:1.186024 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.613082 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.673047 25:-0.259592 50:-0.081246 
-1 5:-0.124255 25:0.729624 50:0.647070 
1 5:-0.486665 25:-0.259592 50:0.287767 
1 5:-0.486665 25:-0.259592 50:-0.018126 
1 5:1.209414 25:-0.259592 50:-0.615345 
1 5:1.122436 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.455601 25:-0.259592 50:-0.076391 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:1.924051 
1 5:1.354379 25:-0.259592 50:-0.309452 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:1.088915 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.267148 25:-0.259592 50:0.316900 
-1 5:1.035458 25:-0.259592 50:-0.265753 
-1 5:-0.486665 25:-0.259592 50:1.137470 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.022780 25:-0.259592 50:-0.615345 
1 5:0.194666 25:-0.259592 50:-0.615345 
1 5:1.455853 25:-0.259592 50:-0.285175 
1 5:0.818011 25:-0.259592 50:-0.615345 
-1 5:0.035206 25:-0.259592 50:-0.615345 
1 5:1.513839 25:-0.259592 50:-0.056969 
1 5:-0.109759 25:-0.259592 50:-0.290030 
-1 5:0.151177 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:9.897401 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:1.758966 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:2.875718 
1 5:0.426609 25:-0.259592 50:0.040140 
-1 5:-0.486665 25:1.500745 50:1.263711 
1 5:0.499091 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.226910 
1 5:-0.298212 25:-0.259592 50:-0.493959 
1 5:-0.486665 25:-0.259592 50:0.239213 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.702040 25:-0.259592 50:-0.615345 
1 5:0.122184 25:-0.259592 50:-0.202632 
1 5:1.368875 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.083128 50:-0.037547 
-1 5:-0.486665 25:-0.259592 50:1.846364 
-1 5:-0.486665 25:1.788942 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.484248 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.389732 
1 5:-0.486665 25:-0.259592 50:-0.217199 
-1 5:-0.486665 25:-0.259592 50:2.802886 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:0.604998 50:1.166602 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.818263 25:-0.259592 50:-0.416272 
-1 5:-0.486665 25:-0.259592 50:0.156670 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:1.194918 25:0.643944 50:1.278277 
1 5:-0.153248 25:-0.259592 50:-0.416272 
1 5:0.281644 25:-0.259592 50:-0.178355 
-1 5:0.513587 25:-0.080443 50:-0.294886 
1 5:0.774522 25:-0.259592 50:-0.615345 
1 5:0.702040 25:-0.259592 50:-0.124945 
-1 5:-0.486665 25:12.717057 50:-0.615345 
1 5:0.745529 25:-0.259592 50:-0.309452 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.226910 
1 5:-0.124255 25:-0.259592 50:-0.411416 
1 5:-0.486665 25:-0.259592 50:-0.115234 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.278056 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:3.362342 50:2.744621 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.455601 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.861501 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:6.228732 50:4.929570 
-1 5:-0.486665 25:0.246699 50:0.224647 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.470350 25:-0.259592 50:-0.066680 
1 5:0.774522 25:-0.259592 50:0.088694 
-1 5:-0.254723 25:-0.259592 50:5.740429 
1 5:1.064450 25:-0.259592 50:0.549961 
-1 5:-0.486665 25:-0.259592 50:0.083839 
1 5:-0.370694 25:-0.259592 50:-0.280319 
-1 5:-0.486665 25:-0.259592 50:-0.217199 
1 5:2.963480 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.154078 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.702292 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.443141 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.122184 25:-0.259592 50:-0.222054 
-1 5:-0.486665 25:-0.259592 50:0.676203 
1 5:0.455601 25:-0.259592 50:-0.105524 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:2.775026 25:-0.259592 50:-0.615345 
1 5:0.281644 25:-0.259592 50:1.652146 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.310637 25:-0.259592 50:-0.134656 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.035206 25:-0.259592 50:-0.008415 
1 5:0.426609 25:-0.259592 50:0.360599 
-1 5:-0.486665 25:-0.259592 50:1.695845 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.426609 25:-0.259592 50:-0.557080 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.064198 25:-0.259592 50:-0.615345 
1 5:0.499091 25:-0.259592 50:0.195514 
1 5:1.136932 25:-0.259592 50:0.302334 
1 5:1.354379 25:-0.259592 50:-0.615345 
-1 5:0.470098 25:-0.259592 50:-0.387139 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.774522 25:-0.259592 50:0.258635 
1 5:0.267148 25:-0.259592 50:0.307189 
-1 5:0.397616 25:1.640949 50:-0.406561 
-1 5:0.426609 25:-0.259592 50:0.064417 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:-0.037276 25:-0.259592 50:-0.372573 
1 5:-0.486665 25:-0.259592 50:-0.324018 
1 5:1.064450 25:-0.259592 50:-0.615345 
1 5:0.499091 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:1.679895 50:0.399442 
1 5:0.426609 25:-0.259592 50:-0.090957 
-1 5:-0.486665 25:-0.259592 50:0.681058 
-1 5:-0.486665 25:-0.259592 50:1.059783 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.919486 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.661636 
-1 5:1.035458 25:-0.259592 50:-0.387139 
1 5:1.136932 25:-0.259592 50:-0.212343 
1 5:0.542580 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:1.391698 50:2.851441 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:0.287767 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.557328 25:-0.259592 50:-0.615345 
1 5:-0.486665 25:-0.259592 50:0.258635 
1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.051773 25:-0.259592 50:-0.411416 
-1 5:-0.486665 25:-0.259592 50:2.720344 
1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:1.905242 25:-0.259592 50:-0.498814 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.027836 
-1 5:0.731033 25:-0.259592 50:0.438286 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:2.311141 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.212343 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
-1 5:-0.486665 25:-0.259592 50:-0.615345 
1 5:0.064198 25:-0.259592 50:-0.328874 
1 5:0.875997 25:-0.259592 50:0.210080 
-1 5:4.500099 25:-0.259592 50:2.171679 
1 5:-0.109759 25:-0.259592 50:-0.430838 
-1 5:-0.486665 25:-0.259592 50:-0.338585 
