1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:5.250450 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:2.014349 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:2.347727 53:-0.345376 54:-0.101856 55:-0.121907 56:-0.364039 57:-0.390252 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.947828 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:0.016146 21:-0.255107 23:-0.320935 24:0.758051 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:1.387853 38:-0.063604 39:-0.157189 40:-0.183598 42:1.529551 43:-0.159254 45:0.986983 46:1.846414 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.139512 51:-0.150841 52:-0.314794 53:-0.345376 54:-0.101856 55:-0.111394 56:-0.302191 57:-0.339323 
1 1:-0.348299 2:0.014221 3:1.048122 4:-0.045353 5:-0.080766 6:-0.355635 7:-0.000762 8:-0.271205 9:-0.354184 10:0.240811 11:0.315972 12:-0.663846 14:-0.189715 15:0.252297 16:-0.171685 17:-0.335214 18:0.857712 19:-0.793672 21:-0.064108 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:0.306216 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:0.399038 53:-0.345376 54:0.006779 55:0.005046 56:0.602323 57:1.040258 
1 1:-0.348299 2:-0.179690 3:4.348610 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:4.407678 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.855854 51:-0.150841 52:0.878851 53:-0.345376 54:-0.101856 55:-0.073585 56:-0.333115 57:-0.384261 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:0.238155 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.008694 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-0.459551 21:-0.761671 23:-0.320935 24:-0.222236 25:0.527107 27:1.344091 28:0.850133 29:1.008552 30:1.071492 31:1.112998 32:1.724707 33:-0.133763 34:1.712842 35:1.225287 36:1.344797 37:1.089744 38:-0.063604 39:1.333313 40:1.565738 42:-0.139154 43:2.464587 45:0.227210 46:-0.215674 47:-0.079242 48:-0.101023 49:0.131417 50:0.195514 51:-0.150841 52:0.279821 53:-0.345376 54:-0.101856 55:-0.113853 56:-0.333115 57:-0.274913 
1 1:-0.057569 2:0.159655 3:0.551061 4:-0.045353 5:0.078695 6:0.269107 7:-0.317645 8:-0.271205 9:-0.038724 10:0.194444 11:-0.332057 12:1.419537 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.130747 18:-0.362865 19:1.114779 21:0.143500 23:-0.320935 24:-0.077604 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:2.471619 50:-0.435694 51:-0.150841 52:8.260023 53:4.465418 54:-0.101856 55:0.016881 56:-0.000687 57:0.641812 
-1 1:-0.348299 2:-0.179690 3:0.411884 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:1.380228 14:-0.189715 15:-0.213977 16:0.186372 17:-0.335214 18:-0.362865 19:-0.737041 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:8.971390 34:-0.131100 35:-0.191397 36:-0.229502 37:3.962433 38:-0.063604 39:-0.157189 40:-0.183598 42:1.271784 43:-0.159254 45:-0.293182 46:0.363940 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.251187 51:1.478909 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.087141 56:-0.278999 57:-0.270419 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:11.076058 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 53:-0.345376 54:1.397957 55:0.018633 56:-0.294461 57:-0.382763 
1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:2.833012 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.829900 14:-0.189715 15:-0.213977 16:4.021353 17:-0.335214 18:-0.362865 19:0.916572 21:0.185022 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:0.893313 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:2.521271 51:-0.150841 52:2.394825 53:-0.345376 54:-0.101856 55:0.098677 56:-0.186228 57:-0.279407 
-1 1:0.459285 2:-0.179690 3:0.372119 4:-0.045353 5:-0.124255 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.008694 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:0.944897 19:2.524881 21:-0.138847 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:0.227210 46:0.062987 47:-0.079242 48:-0.101023 49:0.013565 50:-0.615345 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.130667 56:-0.410424 57:-0.381265 
1 1:-0.348299 2:-0.179690 3:0.809533 4:-0.045353 5:1.615314 6:0.828086 7:-0.317645 8:-0.271205 9:-0.354184 10:1.832739 11:-0.332057 12:0.764385 14:-0.189715 15:-0.213977 16:0.374823 17:-0.335214 18:-0.362865 19:0.406897 21:-0.163760 23:-0.320935 24:-0.222236 25:0.020815 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.343440 51:-0.150841 52:0.958329 53:0.063361 54:0.173785 55:-0.080808 56:-0.054803 57:-0.235967 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:5.429916 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.130667 56:-0.410424 57:-0.436688 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:0.763670 21:-0.761671 23:-0.320935 24:-0.222236 25:2.209554 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:4.552797 40:-0.183598 42:-0.139154 43:-0.159254 45:1.351258 46:1.545461 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.097746 56:-0.309922 57:-0.400738 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:0.136680 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:0.386918 19:0.208690 21:-0.039195 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:0.612301 46:0.263622 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.231765 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.121691 56:-0.379500 57:-0.364788 
1 1:-0.348299 2:0.166580 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:8.408584 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-0.748367 21:0.068761 23:-0.320935 24:0.581278 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.248924 51:-0.150841 52:-0.459032 53:0.620400 54:0.042450 55:0.157420 56:0.463167 57:0.223894 
1 1:-0.348299 2:0.443596 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.515427 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:2.793199 19:2.570186 21:-0.014282 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.093550 51:-0.150841 52:-0.029261 53:-0.345376 54:-0.101856 55:-0.069189 56:-0.124381 57:-0.331834 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:5.429916 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.130667 56:-0.410424 57:-0.436688 
-1 1:-0.348299 2:0.055774 3:-0.622004 4:-0.045353 5:0.499091 6:-0.355635 7:1.221503 8:-0.271205 9:-0.354184 10:0.117166 11:1.241728 12:-0.663846 14:-0.189715 15:-0.213977 16:0.016766 17:-0.335214 18:2.008542 19:0.905246 21:1.505410 23:-0.320935 24:-0.222236 25:0.005237 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:0.407452 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.388385 53:-0.171753 54:-0.101856 55:-0.118033 56:-0.302191 57:-0.300377 
-1 1:-0.348299 2:-0.179690 3:8.404631 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:1.539509 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:-0.265298 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:2.516415 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.130667 56:-0.410424 57:-0.433692 
-1 1:-0.348299 2:-0.179690 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:8.858529 9:-0.354184 10:0.611746 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 17:-0.335214 18:-0.362865 19:-1.031520 21:-0.761671 23:-0.320935 24:-0.222236 25:-0.259592 27:-0.225205 28:-0.182766 29:-0.150461 30:-0.189439 31:-0.120054 32:-0.129938 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 37:3.312012 38:-0.063604 39:-0.157189 40:-0.183598 42:-0.139154 43:-0.159254 45:0.393736 46:1.991318 47:-0.079242 48:-0.101023 49:0.222332 50:-0.081246 51:-0.150841 52:-0.459032 53:-0.345376 54:-0.101856 55:-0.073585 56:-0.271268 57:-0.264427 
