0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.205446 51:5.5155082 52:-0.127873 57:-0.128117 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.069271997 51:-0.150841 52:0.37254599 57:-0.31385899 #
-0.5 5:-0.41418299 6:-0.35563499 10:-0.20740201 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:0.17981599 38:-0.063603997 50:0.84614301 51:1.2630481 52:-0.45608899 57:7.637085 #
-0.5 5:0.035206001 6:0.82808602 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:8.9414759 57:-0.340821 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:1.261524 57:-0.39025199 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.690532 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:0.25479999 57:-0.397742 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.25765201 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.32887399 51:-0.150841 52:0.58448702 57:-0.37377501 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.539083 12:0.98713702 15:-0.21397699 25:-0.259592 28:5.0437031 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.36329001 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:3.074791 51:0.151365 52:-0.459032 57:0.66128498 #
-0.5 5:2.659055 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.166602 51:-0.150841 52:-0.459032 57:-0.43219399 #
-0.5 5:7.5588398 6:-0.35563499 10:-0.40832499 12:6.6083412 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42770001 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.467419 51:-0.150841 52:-0.459032 57:-0.045731001 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.6512229 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.36778399 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.39474601 #
0.5 5:1.673299 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:0.90098399 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42770001 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.426202 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:7.276597 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.408227 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42770001 #
-0.5 5:-0.48666501 6:10.955476 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.909485 51:-0.150841 52:-0.459032 57:-0.43369201 #
0.5 5:-0.48666501 6:-0.35563499 10:11.260664 12:0.85610598 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.31690001 51:-0.150841 52:-0.176443 57:-0.35729799 #
-0.5 5:2.1371839 6:-0.35563499 10:-0.40832499 12:1.707804 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:2.3707521 51:-0.150841 52:-0.459032 57:-0.40673 #
-0.5 5:-0.48666501 6:-0.35563499 10:0.148077 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.366308 57:0.093575001 #
-0.5 5:-0.48666501 6:-0.35563499 10:16.762863 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.44118199 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.248924 51:0.48594901 52:-0.459032 57:0.009691 #
-0.5 5:-0.25472301 6:0.170463 10:0.086254999 12:-0.66384602 15:0.85179198 25:-0.259592 28:1.139345 34:-0.1311 36:-0.22950201 38:-0.063603997 50:5.7404289 51:-0.150841 52:-0.42665201 57:0.71221501 #
-0.23706833751875594495928112337424 5:-0.167744 6:0.36774999 10:0.28717801 12:0.51542699 15:-0.21397699 25:0.26227799 28:1.201319 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:0.093575001 #
-0.5 5:-0.48666501 6:18.978474 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42021099 #
-0.5 5:2.4271131 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.016015001 57:-0.19851901 #
0.5 5:-0.109759 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:0.58913398 38:-0.063603997 50:2.7300551 51:-0.150841 52:0.020780999 57:0.403644 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.747113 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.151815 51:-0.150841 52:-0.459032 57:-0.229975 #
0.5 5:1.62981 6:-0.35563499 10:1.199059 12:-0.12662201 15:-0.21397699 25:0.877617 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.331687 51:1.025601 52:-0.19116101 57:0.101064 #
0.5 5:0.22365899 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.6472909 51:-0.150841 52:-0.459032 57:-0.149088 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.217199 51:-0.150841 52:-0.459032 57:-0.38725701 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.083838999 51:-0.150841 52:8.0480814 57:-0.37077901 #
0.5 5:-0.48666501 6:-0.35563499 10:1.4308929 12:-0.66384602 15:-0.21397699 25:0.66731101 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.15878101 57:-0.301875 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:11.805635 57:-0.43219399 #
0.5 5:-0.48666501 6:3.3270521 10:1.322704 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.205446 51:-0.150841 52:-0.459032 57:-0.376771 #
0.5 5:0.70204002 6:-0.35563499 10:0.85903502 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.066679999 51:-0.150841 52:-0.29271701 57:-0.36928201 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.42770001 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:0.992181 57:-0.32434401 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.0035590001 51:-0.150841 52:-0.459032 57:-0.28539801 #
-0.5 5:12.690568 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.44268 #
0.5 5:-0.48666501 6:1.617233 10:1.461804 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.899774 51:4.3174801 52:-0.0027679999 57:-0.158075 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.266469 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.027836001 51:-0.150841 52:-0.10138 57:-0.397742 #
0.5 5:0.499091 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.0042400002 57:-0.301875 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:0.28423601 57:-0.41571701 #
-0.5 5:6.4136238 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.43518999 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.44991201 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.093549997 51:-0.150841 52:0.83763999 57:-0.21949001 #
0.5 5:0.064198002 6:0.893848 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.277998 57:-0.29588401 #
0.5 5:0.81801099 6:-0.35563499 10:0.98268002 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.40673 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.426202 #
-0.18326443853448920462412274900998 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.074210003 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.447997 51:-0.150841 52:-0.459032 57:-0.37077901 #
-0.5 5:0.62955803 6:0.893848 10:-0.40832499 12:0.85610598 15:3.649437 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.29003 51:-0.150841 52:-0.459032 57:-0.37077901 #
-0.5 5:-0.48666501 6:3.590101 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.424705 #
-0.5 5:-0.48666501 6:-0.15834799 10:-0.40832499 12:-0.42799199 15:-0.21397699 25:0.62836599 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.457708 51:1.090359 52:-0.459032 57:1.570521 #
0.085989400524568992967289204898407 5:0.78901899 6:-0.35563499 10:5.6193652 12:0.48922101 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.2248681 51:1.565253 52:-0.459032 57:0.315267 #
-0.5 5:-0.48666501 6:3.031122 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.083838999 51:0.62625903 52:-0.459032 57:-0.34831101 #
-0.5 5:-0.48666501 6:2.9653599 10:1.152692 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:0.240082 57:-0.382763 #
-0.5 5:-0.42867899 6:-0.22411001 10:-0.28468001 12:-0.12662201 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:0.36873201 38:0.019745 50:0.41886401 51:-0.129255 52:-0.41340601 57:4.0540671 #
0.5 5:0.45560101 6:1.781639 10:-0.40832499 12:-0.24454901 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.105524 51:-0.150841 52:-0.459032 57:-0.235967 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.421709 #
0.5 5:-0.48666501 6:-0.35563499 10:0.84358001 12:0.39750001 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.026317 57:-0.34980899 #
0.5 5:-0.48666501 6:2.2419751 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.506262 51:3.594346 52:0.220948 57:-0.192527 #
-0.5 5:0.96297598 6:0.104701 10:4.2283592 12:0.44991201 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.50852501 51:-0.150841 52:-0.459032 57:-0.192527 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.421709 #
0.5 5:-0.48666501 6:-0.35563499 10:0.395367 12:2.0615859 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.26089799 51:-0.150841 52:0.081124999 57:-0.28989199 #
-0.5 5:2.3546309 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:2.6183791 51:-0.150841 52:-0.459032 57:-0.41571701 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.29696101 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.115234 51:-0.150841 52:6.9795408 57:-0.32434401 #
-0.5 5:-0.356197 6:-0.25699201 10:-0.331047 12:-0.048004001 15:-0.21397699 25:-0.259592 28:-0.120792 34:-0.1311 36:0.116844 38:-0.063603997 50:0.66163599 51:-0.096874997 52:-0.43548301 57:4.3012242 #
-0.45127821355950370474374722107314 5:-0.48666501 6:-0.35563499 10:1.214515 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:3.464829 52:-0.459032 57:-0.25843599 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.6812789 51:-0.150841 52:3.7253489 57:-0.41122299 #
0.5 5:2.1951699 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.467419 51:-0.150841 52:-0.459032 57:-0.36329001 #
-0.5 5:5.0799551 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.43369201 #
-0.5 5:3.1374359 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.076390997 51:-0.150841 52:-0.459032 57:-0.403734 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.3118629 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.0084149996 51:-0.150841 52:-0.27505499 57:-0.38875499 #
-0.5 5:0.38311899 6:-0.35563499 10:3.347389 12:0.122336 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.70047998 51:-0.150841 52:-0.459032 57:-0.143096 #
0.5 5:1.441357 6:0.36774999 10:-0.068301 12:0.20095401 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.035284001 51:-0.150841 52:-0.36041999 57:-0.170059 #
-0.5 5:4.5000992 6:-0.35563499 10:-0.40832499 12:3.8436 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:2.171679 51:-0.150841 52:-0.459032 57:-0.426202 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.41571701 #
0.5 5:-0.109759 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:0.58913398 38:-0.063603997 50:2.5698249 51:-0.150841 52:-0.0027679999 57:0.403644 #
0.5 5:0.064198002 6:0.893848 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.28094199 57:-0.288394 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.39923999 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.41721499 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.096129999 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.28291199 51:-0.150841 52:-0.459032 57:-0.32584199 #
0.5 5:0.13668001 6:-0.35563499 10:-0.40832499 12:-0.100416 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.098405004 51:-0.150841 52:0.62422699 57:-0.11164 #
-0.5 5:4.6160698 6:3.4914579 10:6.855814 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.31690001 51:-0.150841 52:-0.459032 57:-0.42320701 #
0.5 5:0.165673 6:1.124016 10:-0.40832499 12:-0.074210003 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.35306099 57:0.21490601 #
0.5 5:0.44110501 6:-0.35563499 10:-0.40832499 12:0.174748 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.657002 51:-0.150841 52:-0.322153 57:-0.24195901 #
-0.5 5:-0.066269003 6:-0.35563499 10:-0.40832499 12:-0.283858 15:0.41882399 25:0.192176 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.127538 51:0.59387898 52:-0.459032 57:0.58339399 #
0.5 5:-0.0082839997 6:-0.35563499 10:-0.40832499 12:0.20095401 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.358006 51:-0.150841 52:0.39903799 57:0.044144001 #
0.5 5:1.905242 6:-0.35563499 10:-0.40832499 12:1.498155 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.399663 51:-0.150841 52:-0.459032 57:-0.340821 #
0.5 5:0.68754399 6:-0.35563499 10:0.20990001 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:0.57909399 51:0.50753498 52:-0.459032 57:0.0081940005 #
-0.5 5:3.6448109 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:8.7440062 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.38725701 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.904629 51:-0.150841 52:-0.459032 57:-0.31835201 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:4.6098852 34:-0.1311 36:-0.22950201 38:-0.063603997 50:1.234578 51:-0.150841 52:-0.459032 57:-0.35280401 #
-0.5 5:-0.48666501 6:-0.35563499 10:4.2747259 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 34:-0.1311 36:-0.22950201 38:-0.063603997 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.39025199 #
