-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-1.70432031154632568359375e-06 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:5.9443569 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.539083 12:0.98713702 25:-0.259592 28:5.0437031 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.9196379 #
0.5 5:0.13668001 6:1.058254 10:-0.40832499 12:-0.100416 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.7832429 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.97403401 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.006815 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:4.5605559 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.873975 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.710412 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.763822 #
-0.5 5:-0.48666501 6:18.978474 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.11238255735165614268566969258245 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:18.595337 38:-0.063603997 50:4.9829798 #
-0.32615929728072157178786483200383 5:-0.153248 6:0.40063101 10:-0.40832499 12:-0.362477 25:0.106496 28:-0.18276601 38:-0.063603997 50:-0.100668 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.620976 12:-0.66384602 25:-0.259592 28:3.8661981 38:-0.063603997 50:1.195735 #
-0.5 5:-0.48666501 6:-0.059705 10:-0.40832499 12:-0.545919 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.53280199 #
-0.5 5:-0.48666501 6:-0.35563499 10:5.773921 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.96297598 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.341619 #
-0.5 5:-0.48666501 6:-0.35563499 10:4.2747259 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.1001 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:1.4308929 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:2.8009541 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.3564069 #
0.5 5:-0.37069401 6:0.40063101 10:0.658113 12:0.51542699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.28031901 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:0.395367 12:2.0615859 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.26089799 #
-0.5 5:4.6160698 6:3.4914579 10:6.855814 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.31690001 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.467419 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.064573 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:1.006465 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.28371501 6:-0.25699201 10:0.62720102 12:0.214057 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.251187 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:1.86365 12:1.262301 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:3.0181079 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.180948 #
0.5 5:1.673299 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:0.90098399 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.81801099 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.127538 #
-0.5 5:-0.48666501 6:-0.35563499 10:4.7383952 12:3.699466 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.341701 6:-0.35563499 10:-0.145579 12:-0.53281599 25:0.659522 28:-0.18276601 38:-0.063603997 50:0.865565 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.492716 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.1233449 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.29696101 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.115234 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.052652 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.22820730024713642425382431611069 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:7.0407419 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:0.25626701 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.39458701 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.86150098 6:-0.35563499 10:-0.40832499 12:3.0050049 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.180948 #
-0.5 5:-0.48666501 6:2.1433311 10:-0.40832499 12:0.331985 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.030429 #
-0.5 5:-0.48666501 6:10.955476 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.909485 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.7337799 12:0.214057 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.071534999 #
0.5 5:-0.48666501 6:0.26910701 10:-0.40832499 12:-0.41488901 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.56678998 #
-0.5 5:-0.48666501 6:3.064003 10:0.395367 12:1.3933311 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.96297598 6:0.104701 10:4.2283592 12:0.44991201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.50852501 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.347389 12:2.5201931 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:8.5735893 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.5595019 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.035206001 6:0.82808602 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:1.7457809 6:-0.35563499 10:-0.40832499 12:1.013343 25:0.34016901 28:-0.18276601 38:0.97826099 50:-0.42598301 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.239213 #
0.5 5:-0.109759 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.73491 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.763822 #
0.5 5:-0.38519001 6:0.334869 10:0.132622 12:0.30577901 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.35315099 #
0.5 5:0.35412601 6:0.59791797 10:-0.40832499 12:-0.034899998 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.38713899 #
0.5 5:-0.48666501 6:-0.35563499 10:1.4308929 12:-0.66384602 25:0.66731101 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.16329954847591482414159713698609 5:-0.48666501 6:-0.35563499 10:2.4973309 12:1.799525 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.31270799 6:-0.35563499 10:-0.222858 12:-0.165931 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.28291199 #
0.5 5:-0.457672 6:0.071819998 10:0.039887998 12:-0.218343 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.21234301 #
0.5 5:-0.48666501 6:2.044688 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.239213 #
0.5 5:-0.022779999 6:-0.35563499 10:0.333545 12:-0.66384602 25:-0.259592 28:0.147762 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.059562001 #
0.5 5:-0.124255 6:0.46639299 10:-0.40832499 12:2.297441 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.45026001 #
0.5 5:-0.48666501 6:-0.35563499 10:1.894562 12:0.30577901 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.2608809 12:3.6077449 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.037276 6:-0.35563499 10:-0.17649101 12:-0.66384602 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.535616 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.433431 #
0.5 5:-0.28371501 6:-0.25699201 10:0.534468 12:0.187851 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.23661999 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.9305561 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.33146599 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.6512229 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.412112 6:-0.35563499 10:0.549923 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.105524 #
-0.5 5:-0.48666501 6:3.590101 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:3.6448109 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.1773779 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.37516499 #
-0.5 5:0.38311899 6:-0.35563499 10:3.347389 12:0.122336 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.70047998 #
0.5 5:0.093190998 6:0.95960999 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:4.7870188 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:2.9653599 10:1.152692 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.450964 12:1.760216 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.6501141 10:-0.40832499 12:0.13543899 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.7863719 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.7315371 6:-0.35563499 10:-0.40832499 12:3.699466 25:0.60499799 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:3.1374359 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.076390997 #
-0.5 5:-0.48666501 6:3.031122 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.083838999 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.8682649 12:2.1139979 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.2392001 12:0.35819101 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.37031001 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.19354164304581766842261458805297 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:4.3677211 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.827163 #
-0.5 5:1.368875 6:-0.35563499 10:3.5483119 12:0.174748 25:0.23891 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:5.0799551 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.86365 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:4.3134861 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.68105799 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.51859 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:4.4987521 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.078694999 6:0.26910701 10:0.194444 12:1.4195369 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.43569401 #
0.5 5:-0.109759 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.5698249 #
0.5 5:-0.124255 6:1.321303 10:-0.40832499 12:0.331985 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.165673 6:-0.35563499 10:0.75084603 12:0.51542699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.59851599 #
-0.5 5:-0.48666501 6:1.617233 10:0.51901197 12:0.122336 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.57157302 6:-0.35563499 10:-0.40832499 12:-0.192137 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.037547 #
0.5 5:0.064198002 6:0.893848 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.26921901 6:-0.25699201 10:0.61174601 12:0.25336599 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.23661999 #
0.5 5:-0.022779999 6:0.40063101 10:0.20990001 12:0.22716001 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.36286199 #
0.5 5:0.28164399 6:-0.35563499 10:-0.40832499 12:0.030615 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.94782799 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.139512 #
0.5 5:-0.037276 6:-0.35563499 10:-0.17649101 12:-0.66384602 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
-0.5 5:-0.48666501 6:1.617233 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.94782799 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.205446 #
-0.5 5:-0.48666501 6:2.077569 10:-0.40832499 12:0.30577901 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.28164399 6:-0.35563499 10:0.41082299 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.17835499 #
-0.5 5:-0.48666501 6:2.2748561 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.81215501 #
0.5 5:0.78901899 6:-0.35563499 10:-0.40832499 12:-0.087312996 25:0.083127998 28:-0.18276601 38:-0.063603997 50:-0.265753 #
0.5 5:0.67304701 6:-0.35563499 10:-0.40832499 12:1.43264 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.71504599 #
-0.5 5:-0.48666501 6:1.551471 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.090957001 #
-0.5 5:0.36862299 6:3.55722 10:-0.40832499 12:-0.66384602 25:0.199965 28:-0.18276601 38:-0.063603997 50:0.899553 #
0.5 5:0.035206001 6:0.82808602 10:-0.40832499 12:-0.192137 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.28776699 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.62025201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.758966 #
-0.5 5:-0.48666501 6:1.3870651 10:0.41082299 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.124945 #
0.5 5:-0.138751 6:0.433512 10:-0.40832499 12:2.271235 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.44540399 #
0.5 5:-0.109759 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.7300551 #
0.5 5:-0.48666501 6:1.617233 10:-0.40832499 12:1.720907 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.078983001 #
-0.5 5:0.035206001 6:2.011807 10:-0.40832499 12:0.76438498 25:0.58942002 28:-0.18276601 38:-0.063603997 50:-0.061825 #
0.5 5:-0.48666501 6:-0.35563499 10:0.039887998 12:0.109233 25:-0.259592 28:-0.18276601 38:1.14496 50:0.38002101 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.114668 12:-0.66384602 25:-0.259592 28:-0.18276601 38:0.72821403 50:-0.134656 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:4.3677211 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:3.9484241 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.153248 6:-0.35563499 10:-0.052846 12:1.825731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.076390997 #
0.5 5:-0.48666501 6:1.748758 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.30233401 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:1.759084 38:-0.063603997 50:0.99666202 #
0.5 5:-0.48666501 6:0.99249202 10:-0.40832499 12:2.0484829 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.205446 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.1231239 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.6684951 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.153248 6:-0.35563499 10:-0.052846 12:1.825731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.071534999 #
0.5 5:-0.48666501 6:1.584352 10:-0.40832499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
