-1 1:1.945241 3:0.213059 4:-0.045353 5:0.962976 6:0.104701 7:-0.000762 8:-0.271205 9:-0.354184 10:4.228359 11:0.315972 12:0.449912 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.550160 21:-0.645411 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.508525 51:-0.150841 52:-0.459032 55:-0.102049 56:-0.348577 57:-0.192527 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.594045 14:-0.189715 15:-0.213977 16:1.505530 19:1.143095 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.705971 46:-0.215674 47:-0.079242 48:-0.101023 49:1.006888 50:-0.615345 51:-0.150841 52:-0.207351 55:-0.121722 56:-0.379500 57:-0.397742 
1 1:-0.348299 3:0.193177 4:-0.045353 5:0.702040 6:1.650114 7:0.135046 8:-0.271205 9:0.346837 10:0.534468 11:1.565743 12:0.947828 14:-0.189715 15:-0.213977 16:0.271175 19:0.605104 21:0.259761 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:0.181925 50:-0.299741 51:-0.150841 52:0.741972 55:-0.047180 56:-0.070265 57:0.006696 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:0.818011 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:0.544429 19:-0.521845 21:-0.761671 25:1.843466 28:1.676452 29:1.935762 31:2.099439 33:-0.133763 34:3.187996 35:2.358634 36:2.604237 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:1.564749 51:-0.150841 52:-0.459032 55:-0.095317 56:-0.333115 57:-0.379767 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:5.250450 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:2.014349 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:2.347727 55:-0.121907 56:-0.364039 57:-0.390252 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.947828 14:-0.189715 15:-0.213977 16:-0.303601 19:0.016146 21:-0.255107 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:1.529551 45:0.986983 46:1.846414 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.139512 51:-0.150841 52:-0.314794 55:-0.111394 56:-0.302191 57:-0.339323 
1 1:-0.348299 3:1.048122 4:-0.045353 5:-0.080766 6:-0.355635 7:-0.000762 8:-0.271205 9:-0.354184 10:0.240811 11:0.315972 12:-0.663846 14:-0.189715 15:0.252297 16:-0.171685 19:-0.793672 21:-0.064108 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:0.399038 55:0.005046 56:0.602323 57:1.040258 
1 1:-0.348299 3:4.348610 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:4.407678 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.855854 51:-0.150841 52:0.878851 55:-0.073585 56:-0.333115 57:-0.384261 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:0.238155 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.008694 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.459551 21:-0.761671 25:0.527107 28:0.850133 29:1.008552 31:1.112998 33:-0.133763 34:1.712842 35:1.225287 36:1.344797 38:-0.063604 39:1.333313 42:-0.139154 45:0.227210 46:-0.215674 47:-0.079242 48:-0.101023 49:0.131417 50:0.195514 51:-0.150841 52:0.279821 55:-0.113853 56:-0.333115 57:-0.274913 
1 1:-0.057569 3:0.551061 4:-0.045353 5:0.078695 6:0.269107 7:-0.317645 8:-0.271205 9:-0.038724 10:0.194444 11:-0.332057 12:1.419537 14:-0.189715 15:-0.213977 16:-0.303601 19:1.114779 21:0.143500 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:2.471619 50:-0.435694 51:-0.150841 52:8.260023 55:0.016881 56:-0.000687 57:0.641812 
-1 1:-0.348299 3:0.411884 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:1.380228 14:-0.189715 15:-0.213977 16:0.186372 19:-0.737041 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:8.971390 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:1.271784 45:-0.293182 46:0.363940 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.251187 51:1.478909 52:-0.459032 55:-0.087141 56:-0.278999 57:-0.270419 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:11.076058 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:0.018633 56:-0.294461 57:-0.382763 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:2.833012 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.829900 14:-0.189715 15:-0.213977 16:4.021353 19:0.916572 21:0.185022 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.893313 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:2.521271 51:-0.150841 52:2.394825 55:0.098677 56:-0.186228 57:-0.279407 
-1 1:0.459285 3:0.372119 4:-0.045353 5:-0.124255 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.008694 14:-0.189715 15:-0.213977 16:-0.303601 19:2.524881 21:-0.138847 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.227210 46:0.062987 47:-0.079242 48:-0.101023 49:0.013565 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.381265 
1 1:-0.348299 3:0.809533 4:-0.045353 5:1.615314 6:0.828086 7:-0.317645 8:-0.271205 9:-0.354184 10:1.832739 11:-0.332057 12:0.764385 14:-0.189715 15:-0.213977 16:0.374823 19:0.406897 21:-0.163760 25:0.020815 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.343440 51:-0.150841 52:0.958329 55:-0.080808 56:-0.054803 57:-0.235967 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.436688 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:0.763670 21:-0.761671 25:2.209554 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:4.552797 42:-0.139154 45:1.351258 46:1.545461 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.097746 56:-0.309922 57:-0.400738 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:0.136680 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:0.208690 21:-0.039195 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.612301 46:0.263622 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.231765 51:-0.150841 52:-0.459032 55:-0.121691 56:-0.379500 57:-0.364788 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:8.408584 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.748367 21:0.068761 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.248924 51:-0.150841 52:-0.459032 55:0.157420 56:0.463167 57:0.223894 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.515427 14:-0.189715 15:-0.213977 16:-0.303601 19:2.570186 21:-0.014282 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.093550 51:-0.150841 52:-0.029261 55:-0.069189 56:-0.124381 57:-0.331834 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.436688 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:0.499091 6:-0.355635 7:1.221503 8:-0.271205 9:-0.354184 10:0.117166 11:1.241728 12:-0.663846 14:-0.189715 15:-0.213977 16:0.016766 19:0.905246 21:1.505410 25:0.005237 28:-0.182766 29:-0.150461 31:-0.120054 33:0.407452 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.388385 55:-0.118033 56:-0.302191 57:-0.300377 
-1 1:-0.348299 3:8.404631 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:1.539509 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:2.516415 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.433692 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:8.858529 9:-0.354184 10:0.611746 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.393736 46:1.991318 47:-0.079242 48:-0.101023 49:0.222332 50:-0.081246 51:-0.150841 52:-0.459032 55:-0.073585 56:-0.271268 57:-0.264427 
-1 1:-0.122176 3:-0.164707 4:-0.045353 5:-0.269219 6:-0.355635 7:-0.317645 8:-0.110227 9:-0.354184 10:-0.300136 11:0.362260 12:1.747113 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.901270 21:-0.761671 25:1.773364 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.009100 38:0.228118 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.111021 50:0.078983 51:-0.150841 52:-0.459032 55:-0.086341 56:-0.217152 57:0.441092 
-1 1:-0.025265 3:-0.423179 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:2.870515 10:-0.408325 11:-0.332057 12:-0.139725 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.804998 21:-0.595585 25:0.137652 28:-0.182766 29:-0.150461 31:-0.120054 33:0.343780 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.100919 50:0.132393 51:0.151365 52:-0.459032 55:-0.075798 56:-0.170766 57:0.315267 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.069924 14:-0.189715 15:-0.213977 16:-0.303601 19:0.253994 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.289657 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.134656 51:-0.150841 52:-0.459032 55:-0.129591 56:-0.402693 57:-0.400738 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:8.376557 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.438186 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:4.763753 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:3.118490 51:-0.150841 52:-0.459032 55:-0.063441 56:-0.364039 57:-0.367784 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:0.384397 14:-0.189715 15:-0.213977 16:-0.303601 19:-0.119768 21:-0.761671 25:0.994454 28:1.469873 29:1.703960 31:1.852829 33:-0.133763 34:2.819208 35:2.075297 36:2.289377 38:-0.063604 39:-0.157189 42:-0.139154 45:0.539446 46:-0.215674 47:-0.079242 48:-0.101023 49:0.262738 50:1.161747 51:-0.150841 52:-0.459032 55:-0.104447 56:-0.317653 57:-0.330336 
1 1:-0.348299 3:0.034117 4:-0.045353 5:-0.008284 6:-0.355635 7:0.429295 8:0.487690 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.231446 14:-0.189715 15:-0.213977 16:1.251121 19:0.463528 21:-0.213586 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:1.586839 52:0.331335 55:-0.084036 56:-0.348577 57:-0.232971 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:0.933983 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:1.106325 11:4.204146 12:0.620252 14:-0.189715 15:-0.213977 16:0.619810 19:0.633419 21:0.865977 25:0.503740 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:0.876676 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.049866 55:-0.070726 56:-0.278999 57:-0.355800 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.439684 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:0.704479 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:1.518518 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:1.797810 51:1.187497 52:-0.459032 55:-0.041401 56:-0.201690 57:-0.198519 
1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:0.734468 51:-0.150841 52:0.768465 55:-0.003715 56:-0.209421 57:-0.267423 
-1 1:-0.348299 3:-0.622004 4:-0.045353 5:-0.486665 6:-0.355635 7:-0.317645 8:-0.271205 9:-0.354184 10:-0.408325 11:-0.332057 12:-0.663846 14:-0.189715 15:-0.213977 16:-0.303601 19:-1.031520 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 31:-0.120054 33:-0.133763 34:-0.131100 35:-0.191397 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 46:-0.215674 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 55:-0.130667 56:-0.410424 57:-0.430696 
