-0.5 5:-0.48666501 6:-0.35563499 10:1.539083 12:0.98713702 15:-0.21397699 25:-0.259592 28:5.0437031 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:10.955476 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.909485 #
0.5 5:-0.153248 6:-0.35563499 10:-0.052846 12:1.825731 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.071534999 #
-0.5 5:-0.48666501 6:18.978474 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.26921901 6:-0.35563499 10:-0.40832499 12:1.1443731 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.163789 #
-0.5 5:0.62955803 6:0.893848 10:-0.40832499 12:0.85610598 15:3.649437 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.29003 #
-0.5 5:-0.48666501 6:2.9653599 10:1.152692 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:1.4308929 12:-0.66384602 15:-0.21397699 25:0.66731101 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:7.276597 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.82990003 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.412112 6:-0.35563499 10:0.549923 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.105524 #
0.5 5:-0.037276 6:-0.35563499 10:-0.40832499 12:0.148542 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.37257299 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.245029 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:2.1433311 10:-0.40832499 12:0.331985 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.030429 #
0.5 5:1.673299 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:0.90098399 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.026446 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:2.2961919 38:-0.063603997 50:0.83643198 #
-0.5 5:2.3546309 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.6183791 #
0.5 5:-0.080766 6:-0.35563499 10:0.24081101 12:-0.66384602 15:0.25229701 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:2.2419751 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.506262 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:0.97403401 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.151177 6:1.091135 10:-0.40832499 12:-0.087312996 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:6.4136238 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.037276 6:-0.35563499 10:-0.17649101 12:-0.66384602 15:-0.21397699 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
0.5 5:0.86150098 6:-0.35563499 10:-0.40832499 12:3.0050049 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.180948 #
0.5 5:-0.124255 6:0.46639299 10:0.37991101 12:1.367125 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.25377899 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:0.426278 12:0.043717999 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.38311899 6:0.038938999 10:-0.40832499 12:-0.034899998 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.43569401 #
0.5 5:1.62981 6:-0.35563499 10:1.199059 12:-0.12662201 15:-0.21397699 25:0.877617 28:-0.18276601 38:-0.063603997 50:1.331687 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:4.6098852 38:-0.063603997 50:1.234578 #
0.5 5:-0.48666501 6:2.044688 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:3.1374359 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.076390997 #
-0.5 5:0.38311899 6:-0.35563499 10:-0.099212997 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.035206001 6:0.82808602 10:-0.40832499 12:-0.192137 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.28776699 #
-0.5 5:2.7315371 6:-0.35563499 10:-0.40832499 12:3.699466 15:-0.21397699 25:0.60499799 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.122184 6:-0.092586003 10:-0.28468001 12:0.122336 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.207488 #
0.5 5:-0.48666501 6:-0.35563499 10:1.894562 12:0.30577901 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.97747201 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
-0.5 5:5.0799551 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.41418299 6:0.071819998 10:0.76630199 12:0.607149 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.29003 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:8.5735893 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.341701 6:-0.35563499 10:-0.145579 12:-0.53281599 15:-0.21397699 25:0.659522 28:-0.18276601 38:-0.063603997 50:0.865565 #
-0.5 5:-0.48666501 6:1.6501141 10:-0.40832499 12:0.13543899 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:0.56537902 12:-0.66384602 15:1.884256 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.37516499 #
0.5 5:0.064198002 6:-0.35563499 10:0.47264501 12:-0.66384602 15:0.41882399 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:4.6160698 6:3.4914579 10:6.855814 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.31690001 #
-0.5 5:4.5000992 6:-0.35563499 10:-0.40832499 12:3.8436 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.171679 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:3.064003 10:0.395367 12:1.3933311 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:0.893848 10:0.17898799 12:0.34508801 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.020718001 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.6512229 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:4.2747259 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:4.3134861 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.68105799 #
0.5 5:0.064198002 6:0.893848 10:-0.40832499 12:-0.165931 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.33632201 #
-0.5 5:-0.48666501 6:-0.35563499 10:2.620976 12:-0.66384602 15:-0.21397699 25:-0.259592 28:3.8661981 38:-0.063603997 50:1.195735 #
-0.5 5:1.194918 6:-0.35563499 10:1.384526 12:2.3760591 15:-0.21397699 25:0.64394403 28:4.6098852 38:-0.063603997 50:1.278277 #
-0.5 5:-0.48666501 6:1.288422 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.020709001 6:1.946045 10:-0.40832499 12:0.72507602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.90499002 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.018126 #
0.5 5:-0.211233 6:0.69656098 10:-0.40832499 12:0.174748 15:0.18568701 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.46482599 #
-0.5 5:2.7315371 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.17835499 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.1001 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:0.070799001 12:-0.25765201 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.026237 #
-0.5 5:-0.48666501 6:3.590101 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.022779999 6:0.69656098 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.010341 28:1.139345 38:-0.063603997 50:1.186024 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.38181878350303621871830728196073 5:1.122436 6:-0.35563499 10:-0.40832499 12:-0.17903399 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.37558001 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:0.0089769997 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.96297598 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.341619 #
0.5 5:-0.124255 6:0.23622499 10:0.20990001 12:0.27957299 15:0.61865503 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.41141599 #
-0.31723697151755914092063903808594 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:4.7870188 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.96348 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:2.5595019 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.569994 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:3.6448109 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.397616 6:0.071819998 10:-0.40832499 12:0.31888199 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.33858499 #
0.5 5:0.107688 6:-0.35563499 10:0.87449098 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:3.031122 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.083838999 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.9242721 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.7337799 12:0.214057 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.071534999 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.25765201 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.32887399 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.013343 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.26834601 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:1.139345 38:-0.063603997 50:0.61793703 #
-0.5 5:-0.48666501 6:1.51859 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.4271131 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.066269003 6:0.26910701 10:0.194444 12:1.4064341 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.43569401 #
-0.5 5:2.470602 6:-0.35563499 10:-0.40832499 12:0.67266399 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:1.617233 10:-0.40832499 12:1.720907 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.078983001 #
-0.5 5:0.96297598 6:0.104701 10:4.2283592 12:0.44991201 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.50852501 #
-0.5 5:-0.48666501 6:-0.35563499 10:1.72455 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:3.1773779 12:-0.66384602 15:3.649437 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.37516499 #
0.5 5:-0.037276 6:-0.35563499 10:-0.17649101 12:-0.66384602 15:-0.21397699 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.9305561 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.33146599 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.093190998 6:0.95960999 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:4.7383952 12:3.699466 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:1.020961 6:-0.35563499 10:-0.40832499 12:-0.218343 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.105524 #
-0.5 5:-0.48666501 6:-0.35563499 10:5.773921 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.6684951 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.124255 6:0.46639299 10:-0.40832499 12:2.297441 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.45026001 #
-0.5 5:1.0499541 6:-0.35563499 10:1.22997 12:0.72507602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.659055 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.166602 #
0.5 5:0.310637 6:-0.35563499 10:0.44173399 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.14436699 #
0.5 5:0.35412601 6:0.59791797 10:-0.40832499 12:-0.034899998 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.38713899 #
0.5 5:-0.37069401 6:0.170463 10:-0.40832499 12:-0.34937301 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.285175 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.445743 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.96297598 6:0.46639299 10:-0.40832499 12:-0.33627 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:1.251456 25:0.083127998 28:1.635136 38:-0.063603997 50:-0.037547 #
0.5 5:0.93398303 6:-0.35563499 10:1.106325 12:0.62025201 15:-0.21397699 25:0.50374001 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.904629 #
-0.055879957902131849323268397711217 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.46730101 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.36286199 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:0.26910701 10:-0.40832499 12:-0.41488901 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.56678998 #
-0.5 5:1.035458 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.265753 #
-0.5 5:0.70204002 6:-0.35563499 10:-0.40832499 12:0.41060299 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.035206001 6:2.011807 10:-0.40832499 12:0.76438498 15:-0.21397699 25:0.58942002 28:-0.18276601 38:-0.063603997 50:-0.061825 #
-0.5 5:1.731285 6:-0.35563499 10:0.37991101 12:0.0044089998 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.231765 #
0.5 5:-0.48666501 6:-0.35563499 10:0.039887998 12:0.109233 15:-0.21397699 25:-0.259592 28:-0.18276601 38:1.14496 50:0.38002101 #
0.5 5:-0.48666501 6:-0.35563499 10:0.039887998 12:0.096129999 15:-0.21397699 25:-0.259592 28:-0.18276601 38:1.14496 50:0.37516499 #
-0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.747113 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.151815 #
-0.5 5:1.194918 6:-0.35563499 10:-0.40832499 12:0.85610598 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.171458 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.114668 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:0.72821403 50:-0.134656 #
-0.5 5:2.8765011 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:0.94771898 28:1.407899 38:-0.063603997 50:1.210301 #
0.5 5:-0.48666501 6:0.99249202 10:-0.40832499 12:2.0484829 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.617233 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:1.1514291 6:-0.35563499 10:0.75084603 12:0.81679702 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.847004 6:-0.35563499 10:-0.40832499 12:0.54163301 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.716537 6:0.170463 10:-0.40832499 12:-0.0086939996 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.333729 #
0.5 5:0.499091 6:-0.35563499 10:0.64265698 12:0.51542699 15:-0.21397699 25:-0.259592 28:-0.18276601 38:1.811754 50:-0.45511499 #
0.5 5:-0.48666501 6:-0.35563499 10:0.395367 12:2.0615859 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.26089799 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:-0.66384602 15:-0.21397699 25:-0.259592 28:1.325267 38:-0.063603997 50:0.40429801 #
0.5 5:0.28164399 6:-0.35563499 10:-0.40832499 12:-0.323167 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.412112 6:-0.026823999 10:-0.40832499 12:0.0044089998 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.022980999 #
0.5 5:-0.48666501 6:-0.35563499 10:-0.40832499 12:1.458846 15:-0.21397699 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
