-1 1:1.945241 4:-0.045353 5:0.962976 6:0.104701 8:-0.271205 9:-0.354184 10:4.228359 12:0.449912 15:-0.213977 16:-0.303601 21:-0.645411 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.508525 51:-0.150841 52:-0.459032 57:-0.192527 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.594045 15:-0.213977 16:1.505530 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.705971 47:-0.079242 48:-0.101023 49:1.006888 50:-0.615345 51:-0.150841 52:-0.207351 57:-0.397742 
1 1:-0.348299 4:-0.045353 5:0.702040 6:1.650114 8:-0.271205 9:0.346837 10:0.534468 12:0.947828 15:-0.213977 16:0.271175 21:0.259761 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:0.181925 50:-0.299741 51:-0.150841 52:0.741972 57:0.006696 
-1 1:-0.348299 4:-0.045353 5:0.818011 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:0.544429 21:-0.761671 25:1.843466 28:1.676452 29:1.935762 34:3.187996 36:2.604237 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:1.564749 51:-0.150841 52:-0.459032 57:-0.379767 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:2.014349 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:2.347727 57:-0.390252 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.947828 15:-0.213977 16:-0.303601 21:-0.255107 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:1.529551 45:0.986983 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.139512 51:-0.150841 52:-0.314794 57:-0.339323 
1 1:-0.348299 4:-0.045353 5:-0.080766 6:-0.355635 8:-0.271205 9:-0.354184 10:0.240811 12:-0.663846 15:0.252297 16:-0.171685 21:-0.064108 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:0.399038 57:1.040258 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:4.407678 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:0.855854 51:-0.150841 52:0.878851 57:-0.384261 
-1 1:-0.348299 4:-0.045353 5:0.238155 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.008694 15:-0.213977 16:-0.303601 21:-0.761671 25:0.527107 28:0.850133 29:1.008552 34:1.712842 36:1.344797 38:-0.063604 39:1.333313 42:-0.139154 45:0.227210 47:-0.079242 48:-0.101023 49:0.131417 50:0.195514 51:-0.150841 52:0.279821 57:-0.274913 
1 1:-0.057569 4:-0.045353 5:0.078695 6:0.269107 8:-0.271205 9:-0.038724 10:0.194444 12:1.419537 15:-0.213977 16:-0.303601 21:0.143500 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:2.471619 50:-0.435694 51:-0.150841 52:8.260023 57:0.641812 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:1.380228 15:-0.213977 16:0.186372 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:1.271784 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.251187 51:1.478909 52:-0.459032 57:-0.270419 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.382763 
1 1:-0.348299 4:-0.045353 5:2.833012 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.829900 15:-0.213977 16:4.021353 21:0.185022 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.893313 47:-0.079242 48:-0.101023 49:-0.148060 50:2.521271 51:-0.150841 52:2.394825 57:-0.279407 
-1 1:0.459285 4:-0.045353 5:-0.124255 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.008694 15:-0.213977 16:-0.303601 21:-0.138847 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.227210 47:-0.079242 48:-0.101023 49:0.013565 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.381265 
1 1:-0.348299 4:-0.045353 5:1.615314 6:0.828086 8:-0.271205 9:-0.354184 10:1.832739 12:0.764385 15:-0.213977 16:0.374823 21:-0.163760 25:0.020815 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.343440 51:-0.150841 52:0.958329 57:-0.235967 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.436688 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:2.209554 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:4.552797 42:-0.139154 45:1.351258 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.400738 
-1 1:-0.348299 4:-0.045353 5:0.136680 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.039195 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.612301 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.231765 51:-0.150841 52:-0.459032 57:-0.364788 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:8.408584 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:0.068761 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:0.248924 51:-0.150841 52:-0.459032 57:0.223894 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.515427 15:-0.213977 16:-0.303601 21:-0.014282 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:0.093550 51:-0.150841 52:-0.029261 57:-0.331834 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.436688 
-1 1:-0.348299 4:-0.045353 5:0.499091 6:-0.355635 8:-0.271205 9:-0.354184 10:0.117166 12:-0.663846 15:-0.213977 16:0.016766 21:1.505410 25:0.005237 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.388385 57:-0.300377 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:2.516415 51:-0.150841 52:-0.459032 57:-0.433692 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:8.858529 9:-0.354184 10:0.611746 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.393736 47:-0.079242 48:-0.101023 49:0.222332 50:-0.081246 51:-0.150841 52:-0.459032 57:-0.264427 
-1 1:-0.122176 4:-0.045353 5:-0.269219 6:-0.355635 8:-0.110227 9:-0.354184 10:-0.300136 12:1.747113 15:-0.213977 16:-0.303601 21:-0.761671 25:1.773364 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.009100 38:0.228118 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.111021 50:0.078983 51:-0.150841 52:-0.459032 57:0.441092 
-1 1:-0.025265 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:2.870515 10:-0.408325 12:-0.139725 15:-0.213977 16:-0.303601 21:-0.595585 25:0.137652 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.100919 50:0.132393 51:0.151365 52:-0.459032 57:0.315267 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.069924 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.289657 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.134656 51:-0.150841 52:-0.459032 57:-0.400738 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:8.376557 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.438186 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:4.763753 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:3.118490 51:-0.150841 52:-0.459032 57:-0.367784 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.384397 15:-0.213977 16:-0.303601 21:-0.761671 25:0.994454 28:1.469873 29:1.703960 34:2.819208 36:2.289377 38:-0.063604 39:-0.157189 42:-0.139154 45:0.539446 47:-0.079242 48:-0.101023 49:0.262738 50:1.161747 51:-0.150841 52:-0.459032 57:-0.330336 
1 1:-0.348299 4:-0.045353 5:-0.008284 6:-0.355635 8:0.487690 9:-0.354184 10:-0.408325 12:-0.231446 15:-0.213977 16:1.251121 21:-0.213586 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:1.586839 52:0.331335 57:-0.232971 
1 1:-0.348299 4:-0.045353 5:0.933983 6:-0.355635 8:-0.271205 9:-0.354184 10:1.106325 12:0.620252 15:-0.213977 16:0.619810 21:0.865977 25:0.503740 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.049866 57:-0.355800 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.439684 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:0.704479 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:1.518518 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:1.797810 51:1.187497 52:-0.459032 57:-0.198519 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:0.734468 51:-0.150841 52:0.768465 57:-0.267423 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.430696 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:0.625671 9:-0.354184 10:0.812669 12:0.371294 15:-0.213977 16:-0.303601 21:-0.761671 25:4.990265 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:3.891667 48:-0.101023 49:-0.148060 50:-0.358006 51:-0.150841 52:-0.459032 57:-0.214996 
1 1:-0.348299 4:-0.045353 5:1.122436 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:0.385518 16:-0.303601 21:0.002327 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:0.268346 51:-0.150841 52:0.210645 57:-0.339323 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:0.203344 8:-0.271205 9:-0.354184 10:-0.408325 12:0.017512 15:-0.213977 16:-0.303601 21:-0.620498 25:0.550475 28:-0.182766 29:0.637668 34:-0.131100 36:3.045041 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.348296 51:-0.150841 52:-0.459032 57:-0.138602 
1 1:-0.348299 4:-0.045353 5:0.586069 6:-0.355635 8:-0.271205 9:-0.354184 10:0.441734 12:-0.427992 15:0.385518 16:-0.303601 21:-0.147151 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:2.100461 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.333729 51:-0.150841 52:-0.459032 57:-0.132611 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:2.713709 12:1.314713 15:-0.213977 16:0.167527 21:0.077066 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.183211 51:-0.150841 52:1.647141 57:-0.107146 
1 1:-0.348299 4:-0.045353 5:0.455601 6:1.781639 8:0.464693 9:-0.354184 10:-0.408325 12:-0.244549 15:-0.213977 16:-0.002079 21:1.945540 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.039869 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.105524 51:-0.150841 52:-0.459032 57:-0.235967 
-1 1:-0.025265 4:-0.045353 5:-0.486665 6:-0.026824 8:0.924629 9:-0.354184 10:-0.253769 12:1.825731 15:-0.213977 16:-0.209375 21:-0.761671 25:2.209554 28:-0.182766 29:-0.150461 34:-0.131100 36:0.085358 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.057146 50:0.054706 51:-0.150841 52:-0.398688 57:0.258346 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.323167 15:-0.213977 16:-0.303601 21:-0.545759 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:0.882302 50:-0.406561 51:0.788154 52:-0.201464 57:0.881479 
-1 1:1.234567 4:-0.045353 5:0.223659 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.633355 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.737195 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.325097 57:-0.367784 
1 1:-0.348299 4:-0.045353 5:0.136680 6:-0.355635 8:-0.271205 9:-0.354184 10:0.596290 12:-0.663846 15:-0.213977 16:0.101569 21:-0.404585 25:-0.096021 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:0.637052 52:-0.244147 57:0.517485 
1 1:-0.186782 4:-0.045353 5:-0.341701 6:-0.191229 8:-0.156221 9:-0.003673 10:-0.408325 12:-0.270755 15:-0.047450 16:-0.303601 21:-0.138847 25:-0.220647 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.241143 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.396850 51:-0.150841 52:-0.379554 57:0.436598 
-1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:-0.303601 21:-0.761671 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.459032 57:-0.417215 
1 1:-0.348299 4:-0.045353 5:-0.486665 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:-0.663846 15:-0.213977 16:0.544429 21:1.497106 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.643524 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.208823 57:-0.303373 
1 1:0.265465 4:-0.045353 5:1.064450 6:0.269107 8:1.959486 9:2.695259 10:0.488101 12:0.738179 15:0.085771 16:-0.303601 21:0.691586 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:0.111101 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:2.029354 52:0.135583 57:0.869496 
1 1:0.136252 4:-0.045353 5:-0.269219 6:0.137582 8:-0.041237 9:-0.354184 10:0.240811 12:0.580942 15:-0.047450 16:-0.303601 21:0.550412 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.293182 47:-0.079242 48:-0.101023 49:-0.057146 50:0.278056 51:-0.150841 52:0.138526 57:1.936013 
1 1:-0.348299 4:-0.045353 5:0.484594 6:-0.355635 8:-0.271205 9:1.188063 10:-0.408325 12:-0.087313 15:-0.213977 16:-0.303601 21:-0.205281 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:-0.064209 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:-0.010127 57:-0.200017 
1 1:1.363780 4:-0.045353 5:0.281644 6:-0.355635 8:-0.271205 9:-0.354184 10:-0.408325 12:0.030615 15:-0.213977 16:0.195795 21:0.126892 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.258434 47:-0.079242 48:-0.101023 49:-0.148060 50:-0.615345 51:-0.150841 52:1.282130 57:-0.174552 
1 1:-0.348299 4:-0.045353 5:0.238155 6:-0.355635 8:-0.271205 9:-0.354184 10:0.364456 12:-0.663846 15:-0.213977 16:0.167527 21:0.483978 25:-0.259592 28:-0.182766 29:-0.150461 34:-0.131100 36:-0.229502 38:-0.063604 39:-0.157189 42:-0.139154 45:0.227210 47:-0.079242 48:-0.101023 49:-0.148060 50:1.118048 51:-0.150841 52:0.853830 57:-0.186536 
