-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:3.118490 
-1 5:-0.486665 12:0.384397 25:0.994454 28:1.469873 38:-0.063604 50:1.161747 
1 5:-0.008284 12:-0.231446 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.933983 12:0.620252 25:0.503740 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:1.797810 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.734468 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:0.371294 25:4.990265 28:-0.182766 38:-0.063604 50:-0.358006 
1 5:1.122436 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.268346 
-1 5:-0.486665 12:0.017512 25:0.550475 28:-0.182766 38:-0.063604 50:-0.348296 
1 5:0.586069 12:-0.427992 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.333729 
1 5:-0.486665 12:1.314713 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.183211 
1 5:0.455601 12:-0.244549 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.105524 
-1 5:-0.486665 12:1.825731 25:2.209554 28:-0.182766 38:-0.063604 50:0.054706 
1 5:-0.486665 12:-0.323167 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.406561 
-1 5:0.223659 12:0.633355 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.136680 12:-0.663846 25:-0.096021 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.341701 12:-0.270755 25:-0.220647 28:-0.182766 38:-0.063604 50:-0.396850 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.064450 12:0.738179 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.269219 12:0.580942 25:-0.259592 28:-0.182766 38:-0.063604 50:0.278056 
1 5:0.484594 12:-0.087313 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.281644 12:0.030615 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.238155 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:1.118048 
-1 5:-0.138751 12:-0.349373 25:-0.259592 28:-0.182766 38:-0.063604 50:0.331466 
1 5:1.136932 12:0.069924 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.212343 
-1 5:-0.486665 12:0.318882 25:-0.259592 28:-0.182766 38:-0.063604 50:0.661636 
1 5:1.905242 12:1.498155 25:-0.259592 28:-0.182766 38:-0.063604 50:1.399663 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.414009 
1 5:0.078695 12:-0.034900 25:-0.259592 28:-0.182766 38:-0.063604 50:0.059562 
-1 5:-0.486665 12:-0.663846 25:-0.111599 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.022780 12:1.039549 25:-0.259592 28:-0.182766 38:-0.063604 50:0.506262 
1 5:-0.486665 12:-0.152828 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.037276 12:-0.257652 25:0.885406 28:-0.079476 38:-0.063604 50:0.200369 
-1 5:-0.486665 12:2.454677 25:-0.259592 28:-0.182766 38:-0.063604 50:1.326832 
1 5:0.397616 12:-0.008694 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.231446 25:6.509140 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.231446 25:-0.259592 28:-0.182766 38:-0.063604 50:0.166381 
-1 5:-0.022780 12:-0.244549 25:0.737413 28:0.478290 38:-0.063604 50:-0.158933 
-1 5:-0.486665 12:2.389162 25:-0.259592 28:-0.182766 38:-0.063604 50:0.331466 
1 5:0.020709 12:-0.323167 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.222054 
1 5:-0.486665 12:-0.034900 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.197777 
-1 5:0.455601 12:0.017512 25:0.145441 28:-0.182766 38:5.937540 50:0.297478 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:6.413624 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.426861 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.846143 
1 5:0.006213 12:-0.296961 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.134656 
-1 5:-0.486665 12:-0.048004 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.455115 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.414009 
-1 5:-0.486665 12:-0.663846 25:1.360541 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:0.449912 25:1.064555 28:2.461456 38:-0.063604 50:1.176313 
1 5:0.165673 12:-0.074210 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:0.725076 25:1.391698 28:2.006980 38:-0.063604 50:-0.027836 
1 5:-0.066269 12:-0.545919 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.236620 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:2.963480 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.383119 12:-0.008694 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.455601 12:-0.244549 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.100668 
1 5:0.006213 12:-0.296961 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.134656 
1 5:-0.153248 12:1.825731 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.086102 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.310064 25:0.815304 28:-0.182766 38:-0.063604 50:1.511339 
-1 5:-0.486665 12:0.725076 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.425983 
1 5:1.165925 12:-0.663846 25:0.036394 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:0.738179 25:1.415065 28:0.354342 38:-0.063604 50:1.506483 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.617937 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:4.437238 28:0.705527 38:-0.063604 50:0.015863 
-1 5:-0.486665 12:-0.663846 25:1.711051 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:7.577966 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.108116 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.165925 12:2.127101 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:2.651223 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.093191 12:-0.008694 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.163789 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.397868 12:0.397500 25:-0.259592 28:-0.182766 38:-0.063604 50:0.579094 
-1 5:-0.486665 12:1.013343 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.377428 
1 5:-0.457672 12:-0.637640 25:-0.244014 28:-0.182766 38:-0.063604 50:-0.595923 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:11.813660 50:2.021160 
-1 5:-0.486665 12:0.856106 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.414009 
1 5:-0.486665 12:0.161645 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.107940 12:0.777488 25:-0.259592 28:0.023814 38:-0.063604 50:0.156670 
-1 5:-0.486665 12:-0.663846 25:1.438433 28:2.812641 38:-0.063604 50:1.652146 
1 5:0.180170 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.217199 
1 5:-0.486665 12:0.869209 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.042403 
1 5:-0.486665 12:0.227160 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.296141 12:0.043718 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.455601 12:0.187851 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:2.705777 
1 5:0.383119 12:0.122336 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.267148 12:0.410603 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.154078 
1 5:1.339882 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:1.380242 
-1 5:-0.486665 12:-0.441095 25:0.963297 28:-0.182766 38:-0.063604 50:3.278720 
1 5:2.499595 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.671347 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:1.317121 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.455853 12:0.449912 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.518236 
-1 5:-0.240226 12:0.489221 25:0.013026 28:-0.182766 38:-0.063604 50:0.627648 
-1 5:-0.486665 12:-0.663846 25:0.301223 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.165673 12:-0.218343 25:-0.259592 28:-0.182766 38:-0.063604 50:0.210080 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:0.035206 12:0.764385 25:1.150236 28:1.304609 38:-0.063604 50:0.360599 
1 5:0.194666 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.343440 
1 5:0.397616 12:0.541633 25:-0.259592 28:-0.182766 38:-0.063604 50:0.700480 
1 5:1.542832 12:0.436809 25:-0.259592 28:-0.182766 38:1.103285 50:0.049851 
1 5:0.615062 12:-0.336270 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.256042 
1 5:0.281644 12:1.445743 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.056969 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:11.964125 38:-0.063604 50:3.089357 
-1 5:-0.486665 12:-0.663846 25:5.971692 28:-0.182766 38:-0.063604 50:0.491696 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:1.078858 25:3.144247 28:0.395658 38:-0.063604 50:-0.362862 
-1 5:-0.486665 12:0.790591 25:3.198770 28:2.110270 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.244068 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.370694 12:-0.349373 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.285175 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:11.720052 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.283715 12:0.187851 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.236620 
1 5:0.455601 12:0.476118 25:-0.259592 28:-0.182766 38:1.728404 50:-0.459971 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.571825 12:0.580942 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.217199 
1 5:-0.211233 12:0.345088 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.246331 
1 5:0.136680 12:-0.100416 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:0.702040 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.846143 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.107940 12:0.056821 25:-0.259592 28:-0.182766 38:-0.063604 50:0.185803 
1 5:0.368623 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.362862 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.506262 
-1 5:-0.486665 12:-0.663846 25:0.971086 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.803515 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:0.856106 25:-0.259592 28:-0.182766 38:-0.063604 50:0.316900 
-1 5:-0.486665 12:2.782253 25:0.418060 28:3.432381 38:-0.063604 50:0.880131 
1 5:0.180170 12:2.389162 25:-0.259592 28:-0.182766 38:-0.063604 50:0.608226 
1 5:-0.211233 12:0.174748 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.464826 
-1 5:2.470602 12:0.672664 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.617937 
-1 5:-0.486665 12:0.489221 25:-0.259592 28:-0.182766 38:-0.063604 50:0.030429 
1 5:-0.486665 12:0.083027 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.134656 
1 5:1.020961 12:-0.218343 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.105524 
-1 5:-0.486665 12:1.865040 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.503670 
1 5:-0.080766 12:-0.296961 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.387139 
-1 5:-0.486665 12:1.013343 25:0.488162 28:-0.182766 38:-0.063604 50:-0.304597 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:0.383119 12:0.122336 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.202632 
1 5:-0.486665 12:-0.218343 25:-0.259592 28:-0.182766 38:-0.063604 50:1.292844 
1 5:-0.486665 12:1.301610 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:1.091961 25:-0.259592 28:-0.182766 38:-0.063604 50:1.778388 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.383371 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.472274 
1 5:0.904990 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.629558 12:-0.336270 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.231765 
1 5:0.731033 12:0.331985 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.387139 
1 5:-0.211233 12:1.327816 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.202632 
-1 5:-0.211233 12:-0.414889 25:1.134657 28:0.209736 38:-0.063604 50:0.370310 
-1 5:0.412112 12:0.004409 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.022981 
-1 5:1.049954 12:0.725076 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:2.195170 12:-0.179034 25:-0.259592 28:-0.182766 38:-0.063604 50:0.666492 
1 5:-0.486665 12:-0.165931 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.484248 
1 5:0.745529 12:2.127101 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:1.905242 12:0.633355 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.493959 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.064417 
1 5:1.165925 12:0.083027 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.222054 
-1 5:-0.486665 12:-0.663846 25:3.198770 28:4.403305 38:-0.063604 50:2.953405 
-1 5:-0.167744 12:0.633355 25:2.240710 28:-0.182766 38:-0.063604 50:0.108116 
1 5:-0.298212 12:0.253366 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.270609 
1 5:0.615062 12:1.930556 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.493959 
1 5:-0.095262 12:0.056821 25:-0.259592 28:-0.182766 38:-0.063604 50:0.739323 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:1.013343 25:-0.259592 28:-0.182766 38:-0.063604 50:0.486840 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:3.351551 
1 5:1.049954 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.545106 
1 5:1.165925 12:0.331985 25:-0.259592 28:-0.182766 38:-0.063604 50:0.214936 
-1 5:-0.486665 12:-0.008694 25:1.298229 28:0.850133 38:-0.063604 50:-0.032692 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:0.056821 25:0.597209 28:-0.182766 38:-0.063604 50:1.079204 
1 5:-0.486665 12:0.109233 25:-0.259592 28:-0.182766 38:-0.063604 50:0.681058 
-1 5:0.281644 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.812155 
1 5:-0.254723 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.294886 
1 5:1.368875 12:-0.296961 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.236620 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:1.064450 12:-0.663846 25:0.573842 28:-0.182766 38:-0.063604 50:1.181169 
1 5:-0.486665 12:-0.310064 25:-0.259592 28:0.932765 38:-0.063604 50:0.481985 
-1 5:-0.486665 12:0.043718 25:0.161019 28:0.932765 38:-0.063604 50:0.880131 
1 5:0.165673 12:-0.074210 25:-0.259592 28:-0.182766 38:-0.063604 50:0.749034 
-1 5:-0.486665 12:0.908518 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:3.489818 25:0.971086 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.194666 12:-0.048004 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:0.885406 28:5.890680 38:-0.063604 50:1.734689 
1 5:-0.211233 12:-0.152828 25:-0.259592 28:-0.182766 38:-0.063604 50:0.006152 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.003559 
1 5:-0.486665 12:0.620252 25:-0.259592 28:-0.182766 38:-0.063604 50:0.511118 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.248924 
1 5:1.876249 12:0.043718 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.109759 12:0.017512 25:0.044183 28:-0.182766 38:-0.063604 50:-0.183211 
1 5:0.223659 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:1.647291 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.238155 12:0.331985 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.416272 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:0.210080 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:1.052652 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:4.560556 
1 5:-0.486665 12:-0.375580 25:-0.259592 28:-0.182766 38:-0.063604 50:0.074128 
1 5:0.339630 12:0.083027 25:0.184387 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:0.078695 12:-0.034900 25:-0.259592 28:-0.182766 38:-0.063604 50:0.044995 
1 5:1.716789 12:1.209888 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.353151 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.370694 12:0.017512 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.382284 
1 5:-0.283715 12:0.214057 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.251187 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:0.383119 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
1 5:-0.486665 12:-0.310064 25:-0.259592 28:-0.182766 38:-0.063604 50:0.477130 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
-1 5:-0.486665 12:-0.663846 25:-0.259592 28:-0.182766 38:-0.063604 50:-0.615345 
