1 5:-0.486665 25:-0.259592 
1 5:0.745529 25:-0.259592 
1 5:1.905242 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.165925 25:-0.259592 
-1 5:-0.486665 25:3.198770 
-1 5:-0.167744 25:2.240710 
1 5:-0.298212 25:-0.259592 
1 5:0.615062 25:-0.259592 
1 5:-0.095262 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.049954 25:-0.259592 
1 5:1.165925 25:-0.259592 
-1 5:-0.486665 25:1.298229 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.597209 
1 5:-0.486665 25:-0.259592 
-1 5:0.281644 25:-0.259592 
1 5:-0.254723 25:-0.259592 
1 5:1.368875 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:1.064450 25:0.573842 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.161019 
1 5:0.165673 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.971086 
1 5:0.194666 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.885406 
1 5:-0.211233 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.876249 25:-0.259592 
-1 5:-0.109759 25:0.044183 
1 5:0.223659 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.238155 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.339630 25:0.184387 
-1 5:-0.486665 25:-0.259592 
1 5:0.078695 25:-0.259592 
1 5:1.716789 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.370694 25:-0.259592 
1 5:-0.283715 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:0.383119 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.573842 
1 5:-0.486665 25:-0.259592 
-1 5:0.310637 25:0.168808 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.385190 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.356197 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:0.484594 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:0.847004 25:-0.259592 
1 5:-0.414183 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.109759 25:-0.259592 
1 5:-0.356197 25:-0.259592 
-1 5:0.093191 25:2.022615 
1 5:1.310889 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.165673 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.344963 
1 5:-0.486665 25:-0.259592 
1 5:1.368875 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:0.006213 25:-0.259592 
-1 5:-0.486665 25:0.324590 
-1 5:0.209162 25:-0.259592 
-1 5:-0.414183 25:0.752991 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.455601 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.695473 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:0.702040 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.818263 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:3.180926 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.107688 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.932141 
-1 5:0.368623 25:0.199965 
1 5:1.383371 25:-0.259592 
1 5:-0.138751 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.008284 25:-0.259592 
1 5:2.006717 25:-0.259592 
1 5:1.267400 25:-0.259592 
1 5:0.151177 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.609793 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.673047 25:-0.259592 
-1 5:-0.124255 25:0.729624 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:1.209414 25:-0.259592 
1 5:1.122436 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.455601 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.354379 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.267148 25:-0.259592 
-1 5:1.035458 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.022780 25:-0.259592 
1 5:0.194666 25:-0.259592 
1 5:1.455853 25:-0.259592 
1 5:0.818011 25:-0.259592 
-1 5:0.035206 25:-0.259592 
1 5:1.513839 25:-0.259592 
1 5:-0.109759 25:-0.259592 
-1 5:0.151177 25:-0.259592 
-1 5:-0.486665 25:9.897401 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.426609 25:-0.259592 
-1 5:-0.486665 25:1.500745 
1 5:0.499091 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.298212 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.702040 25:-0.259592 
1 5:0.122184 25:-0.259592 
1 5:1.368875 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.083128 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.788942 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.604998 
1 5:-0.486665 25:-0.259592 
1 5:1.818263 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:1.194918 25:0.643944 
1 5:-0.153248 25:-0.259592 
1 5:0.281644 25:-0.259592 
-1 5:0.513587 25:-0.080443 
1 5:0.774522 25:-0.259592 
1 5:0.702040 25:-0.259592 
-1 5:-0.486665 25:12.717057 
1 5:0.745529 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.124255 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:3.362342 
-1 5:-0.486665 25:-0.259592 
1 5:0.455601 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.861501 25:-0.259592 
-1 5:-0.486665 25:6.228732 
-1 5:-0.486665 25:0.246699 
-1 5:-0.486665 25:-0.259592 
1 5:1.470350 25:-0.259592 
1 5:0.774522 25:-0.259592 
-1 5:-0.254723 25:-0.259592 
1 5:1.064450 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.370694 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:2.963480 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.702292 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.122184 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.455601 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:2.775026 25:-0.259592 
1 5:0.281644 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.310637 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.035206 25:-0.259592 
1 5:0.426609 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.426609 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.064198 25:-0.259592 
1 5:0.499091 25:-0.259592 
1 5:1.136932 25:-0.259592 
1 5:1.354379 25:-0.259592 
-1 5:0.470098 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.774522 25:-0.259592 
1 5:0.267148 25:-0.259592 
-1 5:0.397616 25:1.640949 
-1 5:0.426609 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.037276 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:1.064450 25:-0.259592 
1 5:0.499091 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.679895 
1 5:0.426609 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.919486 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:1.035458 25:-0.259592 
1 5:1.136932 25:-0.259592 
1 5:0.542580 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.391698 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:1.557328 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.051773 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:1.905242 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:0.731033 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:2.311141 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.064198 25:-0.259592 
1 5:0.875997 25:-0.259592 
-1 5:4.500099 25:-0.259592 
1 5:-0.109759 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.991968 25:0.005237 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:0.667311 
1 5:0.977472 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.371325 
-1 5:-0.486665 25:-0.259592 
1 5:1.629810 25:-0.259592 
1 5:0.020709 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.312708 25:-0.259592 
1 5:0.209162 25:-0.259592 
1 5:-0.037276 25:0.480373 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.281644 25:-0.259592 
1 5:0.441105 25:-0.259592 
-1 5:0.209162 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.327205 25:-0.259592 
1 5:-0.051773 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:1.151429 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.410271 
1 5:1.600817 25:-0.259592 
1 5:0.165673 25:-0.259592 
1 5:0.557076 25:-0.259592 
1 5:-0.008284 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.008284 25:-0.002552 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.832508 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:2.470602 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.064198 25:-0.259592 
-1 5:-0.385190 25:-0.236225 
-1 5:0.267148 25:1.165814 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:1.441357 25:1.469589 
-1 5:-0.486665 25:7.529513 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.948479 25:-0.259592 
-1 5:-0.486665 25:0.051972 
-1 5:-0.486665 25:-0.259592 
-1 5:0.296141 25:-0.259592 
1 5:-0.457672 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.281644 25:-0.259592 
-1 5:0.890494 25:-0.259592 
-1 5:-0.211233 25:-0.111599 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:5.730230 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:4.608598 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.347958 
1 5:-0.109759 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.426861 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.341701 25:-0.259592 
1 5:1.035458 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:13.901001 
-1 5:-0.486665 25:-0.259592 
1 5:2.630062 25:-0.259592 
-1 5:4.616070 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.789271 25:-0.259592 
-1 5:-0.486665 25:1.196970 
-1 5:-0.486665 25:0.176597 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.078695 25:-0.259592 
-1 5:-0.486665 25:0.760780 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.355747 
1 5:-0.486665 25:-0.259592 
1 5:-0.022780 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.196737 25:-0.259592 
-1 5:1.020961 25:1.360541 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:0.267148 25:-0.259592 
-1 5:-0.486665 25:1.407276 
-1 5:0.006213 25:0.270067 
-1 5:-0.486665 25:-0.259592 
1 5:2.151681 25:-0.259592 
1 5:-0.428679 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.093443 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.109759 25:-0.259592 
1 5:1.629810 25:0.877617 
1 5:0.136680 25:-0.259592 
1 5:0.194666 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.176597 
-1 5:-0.486665 25:-0.259592 
1 5:0.194666 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
1 5:-0.356197 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.673047 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:0.789019 25:-0.259592 
1 5:0.064198 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:0.067550 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.041498 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.269219 25:-0.259592 
1 5:0.673047 25:-0.259592 
-1 5:-0.225730 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:2.310812 
-1 5:-0.486665 25:0.215543 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:1.919738 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:2.354631 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:11.588841 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
1 5:2.746033 25:-0.259592 
1 5:0.354126 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:3.137436 25:-0.259592 
1 5:1.876249 25:-0.259592 
-1 5:-0.486665 25:0.651733 
1 5:-0.486665 25:-0.259592 
1 5:0.499091 25:-0.259592 
-1 5:0.441105 25:-0.259592 
-1 5:2.731537 25:0.604998 
1 5:0.687544 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:1.056766 
1 5:0.441105 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
-1 5:-0.080766 25:1.056766 
1 5:-0.486665 25:-0.259592 
1 5:-0.486665 25:-0.259592 
-1 5:-0.486665 25:-0.259592 
