-0.5 5:8.5735893 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:3.1374359 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.076390997 #
-0.5 5:-0.48666501 6:-0.35563499 12:0.98713702 25:-0.259592 28:5.0437031 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:4.6098852 38:-0.063603997 50:1.234578 #
0.5 5:0.064198002 6:0.893848 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:1.4064341 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.01327 #
0.5 5:-0.48666501 6:-0.35563499 12:7.276597 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:3.064003 12:1.3933311 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:3.590101 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.28371501 6:-0.25699201 12:0.187851 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.23661999 #
0.5 5:1.62981 6:-0.35563499 12:-0.12662201 25:0.877617 28:-0.18276601 38:-0.063603997 50:1.331687 #
0.5 5:1.673299 6:-0.35563499 12:-0.66384602 25:0.90098399 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:10.955476 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.909485 #
-0.5 5:4.6160698 6:3.4914579 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.31690001 #
0.5 5:-0.48666501 6:-0.35563499 12:2.6512229 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.389732 #
0.5 5:-0.48666501 6:0.69656098 12:1.1312701 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.333729 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:0.66731101 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:12.690568 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.107688 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.098405004 #
-0.5 5:-0.48666501 6:-0.35563499 12:4.8656368 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:3.8661981 38:-0.063603997 50:1.195735 #
-0.5 5:1.0499541 6:-0.35563499 12:0.72507602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:1.731285 6:-0.35563499 12:0.0044089998 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.231765 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.1371839 6:-0.35563499 12:1.707804 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.3707521 #
0.5 5:0.42660901 6:-0.35563499 12:-0.25765201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.040139999 #
0.5 5:-0.25472301 6:0.23622499 12:-0.545919 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.052113999 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:11.964125 38:-0.063603997 50:3.0893569 #
-0.5 5:1.06445 6:3.162647 12:-0.66384602 25:0.57384199 28:-0.18276601 38:-0.063603997 50:1.181169 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.48065224068682255165185779333115 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:7.9011002 #
-0.5 5:-0.48666501 6:4.3134861 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.68105799 #
-0.5 5:5.0799551 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:6.4136238 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.54258001 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.412112 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.608226 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.8757181 #
-0.5 5:1.194918 6:-0.35563499 12:2.3760591 25:0.64394403 28:4.6098852 38:-0.063603997 50:1.278277 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.28164399 6:-0.35563499 12:0.030615 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.192921 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.1231239 #
0.5 5:-0.080766 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.356197 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.052113999 #
-0.5 5:3.6448109 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:2.9653599 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.96348 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.341701 6:-0.35563499 12:-0.53281599 25:0.659522 28:-0.18276601 38:-0.063603997 50:0.865565 #
-0.5 5:-0.48666501 6:-0.35563499 12:7.5779662 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:2.5595019 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:1.880282 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.96348 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.7832429 #
-0.5 5:-0.48666501 6:-0.35563499 12:3.0705199 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:0.006058 12:0.56783903 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.51597297 #
0.5 5:0.006213 6:-0.35563499 12:-0.29696101 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.134656 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.9242721 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.25765201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:3.026237 #
0.5 5:-0.153248 6:0.203344 12:0.174748 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.41627201 #
-0.5 5:0.310637 6:-0.35563499 12:-0.66384602 25:0.168808 28:-0.18276601 38:-0.063603997 50:1.108337 #
-0.5 5:0.36862299 6:3.55722 12:-0.66384602 25:0.199965 28:-0.18276601 38:-0.063603997 50:0.899553 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:1.759084 38:-0.063603997 50:0.99666202 #
0.5 5:-0.051773001 6:0.30198801 12:1.43264 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.43569401 #
0.5 5:-0.037276 6:-0.35563499 12:-0.66384602 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
0.5 5:-0.48666501 6:-0.35563499 12:0.096129999 25:-0.259592 28:-0.18276601 38:1.14496 50:0.37516499 #
0.5 5:0.93398303 6:-0.35563499 12:0.62025201 25:0.50374001 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.37069401 6:1.058254 12:0.017511999 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.38228399 #
0.5 5:-0.037276 6:-0.35563499 12:-0.66384602 25:0.480373 28:-0.18276601 38:-0.063603997 50:-0.18806601 #
0.5 5:0.194666 6:-0.35563499 12:-0.048004001 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.7315371 6:-0.35563499 12:3.699466 25:0.60499799 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:3.031122 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.083838999 #
-0.5 5:-0.48666501 6:-0.35563499 12:7.0407419 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.7315371 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.17835499 #
0.5 5:0.194666 6:-0.35563499 12:2.4677801 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.608226 #
0.5 5:-0.48666501 6:-0.35563499 12:1.9305561 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.33146599 #
0.5 5:-0.48666501 6:-0.35563499 12:2.0615859 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.26089799 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.022779999 6:-0.35563499 12:0.187851 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.358006 #
-0.5 5:2.4271131 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.25472301 6:0.170463 12:-0.66384602 25:-0.259592 28:1.139345 38:-0.063603997 50:5.7404289 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.3546309 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.6183791 #
-0.5 5:-0.48666501 6:-0.35563499 12:4.7870188 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:2.873975 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:3.699466 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.659055 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.166602 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:2.2961919 38:-0.063603997 50:0.83643198 #
-0.5 5:-0.48666501 6:-0.35563499 12:2.6119139 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:2.470602 6:-0.35563499 12:0.67266399 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.70204002 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.84614301 #
-0.5 5:1.194918 6:-0.35563499 12:0.85610598 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.171458 #
-0.5 5:1.1514291 6:-0.35563499 12:0.81679702 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.161747 #
-0.5 5:-0.48666501 6:-0.35563499 12:2.742944 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.064416997 #
-0.5 5:-0.48666501 6:-0.35563499 12:2.690532 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:4.4987521 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.122184 6:-0.35563499 12:-0.113519 25:-0.259592 28:-0.18276601 38:1.68673 50:0.457708 #
-0.5 5:-0.48666501 6:-0.35563499 12:5.8876739 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.7057769 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.194666 6:-0.35563499 12:2.4153681 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.61308199 #
0.5 5:0.52808303 6:-0.35563499 12:-0.048004001 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.43569401 #
0.5 5:-0.109759 6:0.499275 12:-0.15282799 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.049851 #
0.5 5:-0.109759 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.73491 #
-0.5 5:-0.18224099 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.551471 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.090957001 #
0.5 5:0.60056502 6:-0.35563499 12:2.310544 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.904629 #
0.5 5:-0.48666501 6:-0.35563499 12:1.799525 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.763822 #
0.5 5:0.33963001 6:-0.35563499 12:0.083026998 25:0.184387 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:1.0499541 6:-0.35563499 12:2.1139979 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.064198002 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.13668001 6:-0.35563499 12:-0.66384602 25:-0.096020997 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.617233 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.153248 6:0.40063101 12:-0.362477 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.992027 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.0794251 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.51859 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:1.6501141 12:0.13543899 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.73103303 6:-0.35563499 12:1.537464 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.43828601 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:1.325267 38:-0.063603997 50:0.40429801 #
0.5 5:-0.48666501 6:-0.35563499 12:0.109233 25:-0.259592 28:-0.18276601 38:1.14496 50:0.38002101 #
0.5 5:-0.48666501 6:-0.35563499 12:1.1443731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.763822 #
0.5 5:-0.109759 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.7300551 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.52808303 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.066679999 #
0.5 5:0.78901899 6:-0.35563499 12:-0.087312996 25:0.083127998 28:-0.18276601 38:-0.063603997 50:-0.265753 #
0.5 5:-0.48666501 6:-0.35563499 12:1.642289 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.506262 #
-0.5 5:-0.48666501 6:1.288422 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.6684951 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.87599701 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:1.035458 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.265753 #
-0.5 5:-0.48666501 6:-0.35563499 12:3.699466 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:2.2748561 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.81215501 #
-0.5 5:-0.48666501 6:2.1433311 12:0.331985 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.030429 #
0.5 5:-0.31270799 6:-0.35563499 12:0.59404498 25:-0.259592 28:0.31302601 38:0.436492 50:1.093771 #
-0.5 5:0.847004 6:-0.35563499 12:0.54163301 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:0.72821403 50:-0.134656 #
0.5 5:-0.211233 6:0.038938999 12:1.327816 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.202632 #
0.5 5:-0.341701 6:-0.191229 12:-0.27075499 25:-0.22064701 28:-0.18276601 38:-0.063603997 50:-0.44054899 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.153248 6:-0.35563499 12:0.55473602 25:-0.259592 28:0.54026401 38:0.39481699 50:1.234578 #
-0.5 5:-0.48666501 6:-0.35563499 12:3.699466 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.458846 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.026446 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.44992592317849755545466905459762 5:0.78901899 6:-0.35563499 12:0.48922101 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.022779999 6:0.170463 12:1.039549 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.506262 #
-0.5 5:1.035458 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.38713899 #
0.5 5:-0.48666501 6:-0.35563499 12:0.62025201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.758966 #
0.49988161146377729782130927560502 5:0.78901899 6:-0.35563499 12:0.48922101 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.2248681 #
0.5 5:-0.48666501 6:-0.35563499 12:1.314713 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.183211 #
-0.5 5:-0.48666501 6:-0.35563499 12:1.170579 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.38311899 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.76002598 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.122682 #
-0.5 5:0.96297598 6:0.104701 12:0.44991201 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.50852501 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.499091 6:-0.35563499 12:0.22716001 25:-0.259592 28:-0.18276601 38:-0.063603997 50:2.093992 #
0.5 5:-0.48666501 6:-0.35563499 12:1.288507 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.151177 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:2.873975 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.710412 #
-0.5 5:0.54258001 6:-0.35563499 12:1.209888 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.0084149996 #
0.5 5:-0.48666501 6:-0.35563499 12:1.052652 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:0.69887 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.57909399 #
-0.5 5:-0.48666501 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.62279302 #
-0.5 5:-0.48666501 6:-0.35563499 12:3.6077449 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.022779999 6:-0.35563499 12:1.013343 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.139512 #
0.5 5:-0.48666501 6:-0.35563499 12:1.052652 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:0.13668001 6:-0.35563499 12:1.039549 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.0035590001 #
0.5 5:-0.109759 6:-0.35563499 12:0.72507602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.83643198 #
0.5 5:-0.48666501 6:-0.35563499 12:1.052652 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:1.078858 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:-0.48666501 6:-0.35563499 12:4.3677211 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.96297598 6:0.46639299 12:-0.33627 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
-0.5 5:0.54258001 6:-0.35563499 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.34829599 #
0.5 5:0.47009799 6:-0.35563499 12:0.20095401 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:1.584352 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:1.617233 12:-0.66384602 25:-0.259592 28:-0.18276601 38:-0.063603997 50:1.899774 #
0.5 5:-0.153248 6:-0.35563499 12:1.825731 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.071534999 #
0.5 5:-0.48666501 6:-0.35563499 12:1.262301 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.615345 #
0.5 5:-0.48666501 6:-0.35563499 12:0.85610598 25:-0.259592 28:-0.18276601 38:-0.063603997 50:0.31690001 #
0.5 5:-0.48666501 6:1.617233 12:1.694701 25:-0.259592 28:-0.18276601 38:-0.063603997 50:-0.158933 #
